query_id,real_time(s),user_time(s),sys_time(s)
1,1.268,4.470628,0.448234
2,0.166,0.463405,0.061318
3,0.987,3.211683,0.549601
4,0.817,2.689869,0.402781
5,0.996,3.251002,0.572214
6,0.376,1.00223,0.453603
7,1.137,3.596554,0.725154
8,1.04,3.237784,0.746677
9,2.8,9.162787,1.442549
10,1.454,4.659702,0.835645
11,0.144,0.489238,0.063173
12,0.684,2.162143,0.459269
13,2.198,7.863192,0.57601
14,0.599,1.608094,0.63257
15,0.819,2.620614,0.540944
16,0.383,1.284615,0.159577
17,1.246,4.337366,0.491016
18,1.87,6.505339,0.688526
19,1.085,3.324818,0.814091
20,0.7,2.081602,0.603851
21,2.369,8.162929,0.704656
22,0.405,1.442366,0.081992
