query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,249,62.31,,,,
query 2,1061,83.71,100.0,8.2,12.12,57.86
query 3,258,50.92,73.0,8.13,12.12,31.83
query 4,4764,100.0,40.0,9.26,12.12,34.69
query 5,65,46.6,8.0,8.21,12.12,25.67
query 6,15,48.12,0.0,8.22,12.12,25.54
query 7,66,48.49,0.0,8.22,12.12,25.43
query 8,145,46.6,26.0,8.22,12.12,25.65
query 9,282,45.41,59.0,8.2,12.12,37.69
query 10,943,42.68,93.0,8.26,12.12,40.67
query 12,32,57.43,0.0,8.21,12.12,25.49
query 13,334,56.82,8.0,8.2,12.12,26.33
query 16,7156,48.36,20.0,10.41,12.12,27.39
query 17,1889,98.5,81.0,8.27,12.12,44.35
query 18,8900,100.0,38.0,11.31,12.12,43.79
query 19,161,55.75,38.0,8.16,12.12,25.53
query 20, 1872,92.06,47.0,8.56,12.12,47.33
