query_id,time(ms)
1,343.0
2,115.0
3,495.0
4,344.0
5,466.0
6,248.0
7,520.0
8,387.0
9,1842.0
10,704.0
11,98.0
12,280.0
13,735.0
14,374.0
15,331.0
16,169.0
17,346.0
18,674.0
19,483.0
20,321.0
21,934.0
22,213.0
