query_id, real_time(s), user_time(s), sys_time(s)
1, 0.343, 7.833815, 2.078313
2, 0.115, 0.988778, 0.416867
3, 0.495, 6.998997, 2.816223
4, 0.344, 5.991012, 1.670639
5, 0.466, 7.790140, 2.778165
6, 0.248, 1.889102, 2.667443
7, 0.520, 6.374215, 4.089488
8, 0.387, 6.210169, 3.548127
9, 1.842, 19.978140, 6.742291
10, 0.704, 12.341123, 3.775870
11, 0.098, 0.979780, 0.348450
12, 0.280, 4.394240, 2.280774
13, 0.735, 16.626142, 2.476345
14, 0.374, 3.653755, 3.044506
14, 0.002, 0.000405, 0.000338
15, 0.331, 5.457180, 3.118058
15, 0.002, 0.000000, 0.000469
16, 0.169, 2.936203, 0.871304
17, 0.346, 6.999576, 2.281491
18, 0.674, 15.022504, 3.032098
19, 0.483, 6.407969, 3.707763
20, 0.321, 4.379751, 3.223907
21, 0.934, 19.074806, 2.985794
22, 0.213, 3.476412, 0.383393
