query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,506,50.63,,,,
query 2,866,52.25,49.0,2.96,4.11,30.95
query 3,950,46.95,23.0,3.27,4.11,26.0
query 4,2099,75.57,15.0,3.56,4.11,25.84
query 5,308,44.81,9.0,3.46,4.11,25.74
query 6,243,43.94,12.0,3.45,4.11,27.19
query 7,247,45.73,1.0,3.45,4.11,25.68
query 8,340,48.24,4.0,3.45,4.12,26.23
query 9,331,46.48,16.0,3.45,4.12,25.79
query 10,949,48.21,19.0,3.66,4.12,27.15
query 12,272,60.2,0.0,3.45,4.12,25.44
query 13,819,61.96,4.0,3.48,4.12,25.47
query 16,5742,45.73,20.0,3.97,4.12,26.19
query 17,1085,61.46,18.0,3.51,4.12,25.64
query 18,3340,95.01,23.0,4.09,4.12,29.25
query 19,309,45.64,8.0,3.75,4.12,25.64
query 20,2648,58.15,16.0,4.04,4.12,32.15
query 22, 632,52.02,0.0,3.89,4.12,25.63
