query_id,time(ms)
1,338.0
2,115.5
3,460.5
4,342.5
5,439.0
6,222.5
7,525.5
8,388.5
9,1817.5
10,672.0
11,86.0
12,282.5
13,734.0
14,374.5
15,331.5
16,174.5
17,343.0
18,671.5
19,485.0
20,318.0
21,941.0
22,195.5
