query_id | cpu_time(ms) | cpu_used(%) | ram_time(ms) | ram_used(gb)
1 | 2025-04-10 22:27:07.785 | 0 | 2025-04-10 22:27:07.793 | 0
1 | 2025-04-10 22:27:07.693 | 3,3 | 2025-04-10 22:27:07.991 | 1,85
2 | 2025-04-10 22:27:08.077 | 26,9 | 2025-04-10 22:27:08.339 | 1,92
2 | 2025-04-10 22:27:08.430 | 44,3 | 2025-04-10 22:27:08.691 | 1,88
3 | 2025-04-10 22:27:08.772 | 37,5 | 2025-04-10 22:27:09.048 | 1,91
3 | 2025-04-10 22:27:09.142 | 67,2 | 2025-04-10 22:27:09.411 | 2,04
3 | 2025-04-10 22:27:09.507 | 34,3 | 2025-04-10 22:27:09.797 | 2,14
3 | 2025-04-10 22:27:09.899 | 34,3 | 2025-04-10 22:27:10.176 | 2,26
3 | 2025-04-10 22:27:10.270 | 42,9 | 2025-04-10 22:27:10.595 | 2,45
3 | 2025-04-10 22:27:10.703 | 30,7 | 2025-04-10 22:27:10.965 | 1,90
4 | 2025-04-10 22:27:11.045 | 41,3 | 2025-04-10 22:27:11.320 | 2,01
4 | 2025-04-10 22:27:11.402 | 43,4 | 2025-04-10 22:27:11.676 | 2,12
4 | 2025-04-10 22:27:11.765 | 51,1 | 2025-04-10 22:27:12.036 | 2,22
4 | 2025-04-10 22:27:12.123 | 73,8 | 2025-04-10 22:27:12.402 | 2,39
4 | 2025-04-10 22:27:12.480 | 1,7 | 2025-04-10 22:27:12.732 | 1,93
5 | 2025-04-10 22:27:12.826 | 48,4 | 2025-04-10 22:27:13.100 | 2,06
5 | 2025-04-10 22:27:13.189 | 59,2 | 2025-04-10 22:27:13.473 | 2,21
5 | 2025-04-10 22:27:13.578 | 63,2 | 2025-04-10 22:27:13.870 | 2,41
5 | 2025-04-10 22:27:13.968 | 66,7 | 2025-04-10 22:27:14.233 | 2,47
5 | 2025-04-10 22:27:14.315 | 2,3 | 2025-04-10 22:27:14.562 | 1,95
6 | 2025-04-10 22:27:14.643 | 32,6 | 2025-04-10 22:27:14.905 | 2,11
6 | 2025-04-10 22:27:14.993 | 41,5 | 2025-04-10 22:27:15.256 | 2,16
7 | 2025-04-10 22:27:15.341 | 33,7 | 2025-04-10 22:27:15.602 | 2,09
7 | 2025-04-10 22:27:15.682 | 55,7 | 2025-04-10 22:27:15.949 | 2,45
7 | 2025-04-10 22:27:16.033 | 48,6 | 2025-04-10 22:27:16.305 | 2,73
7 | 2025-04-10 22:27:16.405 | 77,8 | 2025-04-10 22:27:16.742 | 2,55
7 | 2025-04-10 22:27:16.822 | 1,8 | 2025-04-10 22:27:17.051 | 1,93
8 | 2025-04-10 22:27:17.133 | 36,3 | 2025-04-10 22:27:17.405 | 2,05
8 | 2025-04-10 22:27:17.493 | 58,5 | 2025-04-10 22:27:17.755 | 2,30
8 | 2025-04-10 22:27:17.841 | 66,3 | 2025-04-10 22:27:18.115 | 2,60
8 | 2025-04-10 22:27:18.204 | 58,5 | 2025-04-10 22:27:18.468 | 2,81
8 | 2025-04-10 22:27:18.546 | 1,8 | 2025-04-10 22:27:18.786 | 1,94
9 | 2025-04-10 22:27:18.865 | 45,4 | 2025-04-10 22:27:19.162 | 2,11
9 | 2025-04-10 22:27:19.256 | 56,9 | 2025-04-10 22:27:19.564 | 2,58
9 | 2025-04-10 22:27:19.659 | 21,2 | 2025-04-10 22:27:19.902 | 2,88
9 | 2025-04-10 22:27:20.008 | 63,6 | 2025-04-10 22:27:20.384 | 3,04
9 | 2025-04-10 22:27:20.538 | 79,2 | 2025-04-10 22:27:20.947 | 3,06
9 | 2025-04-10 22:27:21.090 | 82,5 | 2025-04-10 22:27:21.556 | 3,25
9 | 2025-04-10 22:27:21.685 | 82,8 | 2025-04-10 22:27:22.089 | 3,40
9 | 2025-04-10 22:27:22.219 | 84,0 | 2025-04-10 22:27:22.595 | 3,57
9 | 2025-04-10 22:27:22.742 | 83,6 | 2025-04-10 22:27:23.089 | 3,72
9 | 2025-04-10 22:27:23.184 | 82,1 | 2025-04-10 22:27:23.567 | 3,88
9 | 2025-04-10 22:27:23.697 | 23,1 | 2025-04-10 22:27:23.996 | 2,65
9 | 2025-04-10 22:27:24.074 | 2,2 | 2025-04-10 22:27:24.329 | 1,96
10 | 2025-04-10 22:27:24.414 | 38,7 | 2025-04-10 22:27:24.683 | 2,12
10 | 2025-04-10 22:27:24.769 | 53,8 | 2025-04-10 22:27:25.041 | 2,27
10 | 2025-04-10 22:27:25.127 | 62,4 | 2025-04-10 22:27:25.408 | 2,46
10 | 2025-04-10 22:27:25.516 | 76,0 | 2025-04-10 22:27:25.813 | 2,72
10 | 2025-04-10 22:27:25.923 | 73,6 | 2025-04-10 22:27:26.236 | 2,95
10 | 2025-04-10 22:27:26.373 | 45,6 | 2025-04-10 22:27:26.649 | 2,78
10 | 2025-04-10 22:27:26.737 | 27,9 | 2025-04-10 22:27:26.988 | 2,10
11 | 2025-04-10 22:27:27.075 | 50,0 | 2025-04-10 22:27:27.356 | 2,15
12 | 2025-04-10 22:27:27.439 | 32,9 | 2025-04-10 22:27:27.695 | 2,20
12 | 2025-04-10 22:27:27.778 | 50,5 | 2025-04-10 22:27:28.051 | 2,35
12 | 2025-04-10 22:27:28.146 | 63,6 | 2025-04-10 22:27:28.492 | 2,46
12 | 2025-04-10 22:27:28.667 | 7,0 | 2025-04-10 22:27:28.936 | 1,98
13 | 2025-04-10 22:27:29.026 | 38,5 | 2025-04-10 22:27:29.316 | 2,03
13 | 2025-04-10 22:27:29.433 | 80,7 | 2025-04-10 22:27:29.800 | 2,12
13 | 2025-04-10 22:27:29.928 | 79,8 | 2025-04-10 22:27:30.293 | 2,19
13 | 2025-04-10 22:27:30.401 | 82,9 | 2025-04-10 22:27:30.734 | 2,32
13 | 2025-04-10 22:27:30.858 | 84,8 | 2025-04-10 22:27:31.245 | 2,39
13 | 2025-04-10 22:27:31.358 | 85,9 | 2025-04-10 22:27:31.708 | 2,44
13 | 2025-04-10 22:27:31.841 | 86,2 | 2025-04-10 22:27:32.221 | 2,53
13 | 2025-04-10 22:27:32.343 | 86,8 | 2025-04-10 22:27:32.736 | 2,60
13 | 2025-04-10 22:27:32.830 | 90,8 | 2025-04-10 22:27:33.148 | 2,64
13 | 2025-04-10 22:27:33.228 | 2,3 | 2025-04-10 22:27:33.477 | 1,94
14 | 2025-04-10 22:27:33.561 | 36,5 | 2025-04-10 22:27:33.842 | 2,08
14 | 2025-04-10 22:27:33.930 | 57,9 | 2025-04-10 22:27:34.201 | 2,41
14 | 2025-04-10 22:27:34.295 | 50,0 | 2025-04-10 22:27:34.546 | 2,61
14 | 2025-04-10 22:27:34.630 | 15,1 | 2025-04-10 22:27:34.876 | 2,63
14 | 2025-04-10 22:27:34.958 | 9,0 | 2025-04-10 22:27:35.214 | 1,96
15 | 2025-04-10 22:27:35.301 | 38,2 | 2025-04-10 22:27:35.565 | 2,10
15 | 2025-04-10 22:27:35.654 | 55,7 | 2025-04-10 22:27:35.929 | 2,50
15 | 2025-04-10 22:27:36.018 | 91,4 | 2025-04-10 22:27:36.328 | 2,58
15 | 2025-04-10 22:27:36.409 | 17,3 | 2025-04-10 22:27:36.657 | 2,57
15 | 2025-04-10 22:27:36.735 | 40,9 | 2025-04-10 22:27:36.992 | 1,95
16 | 2025-04-10 22:27:37.077 | 49,7 | 2025-04-10 22:27:37.364 | 2,06
16 | 2025-04-10 22:27:37.470 | 62,2 | 2025-04-10 22:27:37.757 | 1,98
17 | 2025-04-10 22:27:37.842 | 57,3 | 2025-04-10 22:27:38.146 | 2,10
17 | 2025-04-10 22:27:38.237 | 76,9 | 2025-04-10 22:27:38.558 | 2,29
17 | 2025-04-10 22:27:38.664 | 77,6 | 2025-04-10 22:27:38.932 | 2,50
17 | 2025-04-10 22:27:39.041 | 97,1 | 2025-04-10 22:27:39.396 | 2,51
17 | 2025-04-10 22:27:39.474 | 1,8 | 2025-04-10 22:27:39.712 | 1,95
18 | 2025-04-10 22:27:39.796 | 67,1 | 2025-04-10 22:27:40.118 | 2,11
18 | 2025-04-10 22:27:40.214 | 81,1 | 2025-04-10 22:27:40.540 | 2,35
18 | 2025-04-10 22:27:40.647 | 79,3 | 2025-04-10 22:27:40.935 | 2,57
18 | 2025-04-10 22:27:41.072 | 84,7 | 2025-04-10 22:27:41.415 | 2,73
18 | 2025-04-10 22:27:41.569 | 70,3 | 2025-04-10 22:27:41.903 | 2,76
18 | 2025-04-10 22:27:42.007 | 89,7 | 2025-04-10 22:27:42.354 | 2,75
18 | 2025-04-10 22:27:42.432 | 3,6 | 2025-04-10 22:27:42.676 | 2,00
19 | 2025-04-10 22:27:42.767 | 36,9 | 2025-04-10 22:27:43.084 | 2,12
19 | 2025-04-10 22:27:43.175 | 70,8 | 2025-04-10 22:27:43.501 | 2,25
19 | 2025-04-10 22:27:43.627 | 68,1 | 2025-04-10 22:27:43.950 | 2,43
19 | 2025-04-10 22:27:44.056 | 76,8 | 2025-04-10 22:27:44.383 | 2,57
19 | 2025-04-10 22:27:44.483 | 66,5 | 2025-04-10 22:27:44.789 | 2,79
19 | 2025-04-10 22:27:44.885 | 37,8 | 2025-04-10 22:27:45.171 | 2,02
20 | 2025-04-10 22:27:45.254 | 44,0 | 2025-04-10 22:27:45.530 | 2,03
20 | 2025-04-10 22:27:45.644 | 58,3 | 2025-04-10 22:27:45.959 | 2,37
20 | 2025-04-10 22:27:46.049 | 55,7 | 2025-04-10 22:27:46.311 | 2,68
20 | 2025-04-10 22:27:46.398 | 9,9 | 2025-04-10 22:27:46.656 | 1,97
21 | 2025-04-10 22:27:46.742 | 44,0 | 2025-04-10 22:27:47.011 | 2,10
21 | 2025-04-10 22:27:47.100 | 57,6 | 2025-04-10 22:27:47.393 | 2,37
21 | 2025-04-10 22:27:47.485 | 53,7 | 2025-04-10 22:27:47.739 | 2,63
21 | 2025-04-10 22:27:47.831 | 77,0 | 2025-04-10 22:27:48.200 | 2,74
21 | 2025-04-10 22:27:48.307 | 71,2 | 2025-04-10 22:27:48.641 | 2,81
21 | 2025-04-10 22:27:48.780 | 89,5 | 2025-04-10 22:27:49.282 | 2,81
21 | 2025-04-10 22:27:49.366 | 83,4 | 2025-04-10 22:27:49.758 | 2,82
21 | 2025-04-10 22:27:49.997 | 82,4 | 2025-04-10 22:27:50.403 | 2,82
21 | 2025-04-10 22:27:50.564 | 66,2 | 2025-04-10 22:27:50.978 | 2,52
21 | 2025-04-10 22:27:51.070 | 25,0 | 2025-04-10 22:27:51.337 | 2,03
22 | 2025-04-10 22:27:51.424 | 57,2 | 2025-04-10 22:27:51.732 | 2,05
22 | 2025-04-10 22:27:51.843 | 85,9 | 2025-04-10 22:27:52.249 | 2,08
