query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,140,55.405,,,,
query 2,498,63.88199999999999,23.0,5.275,8.12,25.52
query 3,131,48.35,17.5,5.27,8.12,25.53
query 4,2407,84.16956521739132,5.583333333333333,5.676086956521738,8.120000000000001,25.590000000000003
query 5,45,45.14,20.0,5.36,8.12,25.54
query 6,12,45.73,0.0,5.36,8.12,25.65
query 7,44,44.84,0.0,5.34,8.12,26.29
query 8,78,44.08,13.0,5.35,8.12,27.18
query 9,138,43.83,0.0,5.35,8.12,25.42
query 10,445,43.4475,26.75,5.3125,8.12,27.856
query 12,24,54.64,0.0,5.36,8.12,25.36
query 13,172,49.5,0.0,5.34,8.12,25.42
query 16,6225,45.0855737704918,3.180327868852459,6.2554098360655725,8.12,25.527213114754105
query 17,996,81.72888888888889,12.6,5.319999999999999,8.12,28.324444444444445
query 18,4779,86.09108695652174,5.478260869565218,5.80391304347826,8.12,25.67222222222222
query 19,85,63.22,20.0,5.67,8.12,25.78
query 20,965,73.16000000000001,16.4,5.717777777777778,8.12,30.62444444444445
query 22, 403,41.334999999999994,0.0,5.7175,8.12,25.4375
