query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,140,58.19,,,,
query 2,498,65.34,44.0,5.31,8.12,25.63
query 3,131,48.35,19.0,5.27,8.12,25.53
query 4,2407,98.0,20.0,5.82,8.12,26.69
query 5,45,45.14,20.0,5.36,8.12,25.54
query 6,12,45.73,0.0,5.36,8.12,25.65
query 7,44,44.84,0.0,5.34,8.12,26.29
query 8,78,44.08,13.0,5.35,8.12,27.18
query 9,138,43.83,0.0,5.35,8.12,25.42
query 10,445,43.89,31.0,5.32,8.12,33.51
query 12,24,54.64,0.0,5.36,8.12,25.36
query 13,172,49.5,0.0,5.34,8.12,25.49
query 16,6225,53.63,20.0,6.4,8.12,28.87
query 17,996,92.52,57.0,5.34,8.12,44.26
query 18,4779,100.0,38.0,6.34,8.12,30.8
query 19,85,63.22,20.0,5.67,8.12,25.78
query 20,965,81.75,34.0,5.76,8.12,54.68
query 22, 403,46.12,0.0,5.73,8.12,25.49
