query_id, real_time(s), user_time(s), sys_time(s)
1, 0.078, 1.543847, 0.483108
2, 0.062, 0.244496, 0.162136
3, 0.114, 1.254584, 0.617949
4, 0.092, 0.944790, 0.425617
5, 0.097, 1.148116, 0.653617
6, 0.046, 0.419398, 0.522318
7, 0.110, 1.272271, 0.736988
8, 0.114, 1.339919, 0.744464
9, 0.311, 3.688885, 1.389673
10, 0.205, 2.327498, 0.887273
11, 0.026, 0.216139, 0.151831
12, 0.073, 0.802951, 0.581086
13, 0.172, 3.097303, 0.666158
14, 0.083, 0.763165, 0.655213
14, 0.004, 0.000734, 0.000000
15, 0.080, 0.962927, 0.699225
15, 0.002, 0.000000, 0.000443
16, 0.069, 0.572580, 0.218190
17, 0.097, 1.797782, 0.520811
18, 0.161, 2.676231, 0.808525
19, 0.109, 1.282537, 0.882681
20, 0.082, 0.889285, 0.653485
21, 0.314, 3.101813, 0.781169
22, 0.067, 0.569255, 0.106380
