query_id, real_time(s), user_time(s), sys_time(s)
01, 0.128, 0.843447, 0.388181
02, 0.166, 3.774328, 0.660506
03, 0.123, 1.223352, 1.212194
04, 4.675, 27.341665, 5.060468
05, 0.290, 3.559698, 2.727437
06, 0.252, 1.363451, 0.935992
07, 0.262, 2.499254, 2.562438
08, 0.156, 1.394940, 1.170157
09, 0.445, 7.815353, 4.883564
10, 0.135, 1.240039, 0.941760
11, 3.064, 18.112715, 3.574106
13, 0.313, 3.792184, 2.686514
14, 4.012, 90.375488, 6.234973
14, 3.135, 62.624446, 2.248090
15, 0.090, 0.301180, 0.128502
17, 0.246, 2.222165, 1.988622
18, 0.266, 1.107145, 0.631805
19, 0.181, 1.439976, 1.757606
22, 0.440, 9.033744, 3.260459
23, 1.611, 36.620406, 7.840876
23, 1.439, 38.772590, 2.689867
24, 0.212, 2.852294, 1.824515
24, 0.096, 2.366132, 0.000000
25, 0.249, 1.942751, 2.459672
26, 0.080, 0.499905, 0.400784
27, 0.313, 2.714329, 2.566958
28, 0.369, 8.742962, 1.331635
29, 0.260, 2.644654, 2.043545
30, 0.121, 0.428002, 0.276564
31, 0.213, 2.983540, 1.672320
33, 0.205, 1.552696, 2.384194
34, 0.153, 1.743991, 1.225501
35, 0.363, 2.901780, 1.276880
36, 0.244, 4.200522, 1.730749
38, 0.284, 4.934258, 1.067894
39, 0.071, 0.366413, 0.288688
39, 0.058, 0.410421, 0.089714
41, 0.018, 0.020694, 0.025560
42, 0.123, 1.074212, 1.280280
43, 0.151, 2.568159, 0.977227
44, 0.071, 1.429500, 0.271154
45, 0.143, 0.551048, 0.649023
46, 0.402, 3.407249, 2.009295
47, 0.424, 8.293951, 2.785700
48, 0.268, 3.553684, 1.979231
49, 0.245, 2.118705, 2.741958
50, 0.221, 3.696239, 1.498898
51, 1.672, 18.927223, 4.599474
52, 0.130, 1.145077, 1.282398
53, 0.157, 1.632903, 1.456505
54, 0.202, 1.696827, 1.635213
55, 0.140, 1.066098, 1.381055
56, 0.205, 1.675542, 2.313670
57, 0.132, 2.045321, 0.502245
58, 0.176, 1.049894, 1.786256
59, 0.363, 8.058502, 0.975621
60, 0.195, 1.829587, 2.267663
61, 0.259, 2.727375, 2.127931
62, 0.082, 1.298887, 0.419905
63, 0.154, 1.671425, 1.333523
64, 0.583, 8.521927, 3.511929
65, 0.429, 8.187140, 2.393229
66, 0.164, 1.236572, 1.112401
67, 3.822, 77.325804, 28.765578
68, 0.341, 2.903809, 2.819110
69, 0.160, 1.303180, 0.915672
70, 0.203, 3.847124, 1.198496
71, 0.177, 1.652227, 1.742548
72, 0.756, 1.901307, 0.926498
73, 0.154, 1.776470, 1.195072
74, 2.204, 11.797284, 2.669629
75, 0.577, 7.310504, 3.112248
76, 0.241, 2.419380, 2.950079
78, 1.084, 19.200427, 4.985582
79, 0.252, 3.126118, 1.968982
81, 0.173, 0.709281, 0.313365
83, 0.049, 0.220329, 0.333655
84, 0.044, 0.250244, 0.131539
85, 0.180, 1.324617, 1.068075
86, 0.086, 1.002993, 0.422861
87, 0.322, 5.577359, 1.111160
88, 0.300, 6.738564, 1.154519
89, 0.162, 1.911375, 1.480774
90, 0.053, 0.474215, 0.465087
91, 0.037, 0.094502, 0.093714
93, 0.192, 1.051096, 0.528583
96, 0.087, 0.941334, 0.882016
97, 0.344, 6.382299, 1.563460
99, 0.089, 1.776947, 0.385560
