query_id,time(ms)
1,128.0
2,166.0
3,123.0
4,4675.0
5,290.0
6,252.0
7,262.0
8,156.0
9,445.0
10,135.0
11,3064.0
13,313.0
14,4011.9999999999995
15,90.0
17,246.0
18,266.0
19,181.0
22,440.0
23,1611.0
24,212.0
25,249.0
26,80.0
27,313.0
28,369.0
29,260.0
30,121.0
31,213.0
33,205.0
34,153.0
35,363.0
36,244.0
38,284.0
39,71.0
41,18.0
42,123.0
43,151.0
44,71.0
45,143.0
46,402.0
47,424.0
48,268.0
49,245.0
50,221.0
51,1672.0
52,130.0
53,157.0
54,202.0
55,140.0
56,205.0
57,132.0
58,176.0
59,363.0
60,195.0
61,259.0
62,82.0
63,154.0
64,583.0
65,429.0
66,164.0
67,3822.0
68,341.0
69,160.0
70,203.0
71,177.0
72,756.0
73,154.0
74,2204.0
75,577.0
76,241.0
78,1084.0
79,252.0
81,173.0
83,49.0
84,44.0
85,180.0
86,86.0
87,322.0
88,300.0
89,162.0
90,53.0
91,37.0
93,192.0
96,87.0
97,344.0
99,89.0
