query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,102,38.44,,,,
query 2,52,43.47,,,,
query 3,12,53.13,0.0,7.88,12.13,25.53
query 4,1464,95.76,21.0,8.25,12.13,26.33
query 5,11,43.83,4.0,7.92,12.13,25.44
query 6,12,44.3,10.0,7.94,12.13,25.54
query 7,16,44.05,0.0,7.92,12.13,25.4
query 8,25,43.97,1.0,7.93,12.13,25.44
query 9,12,46.1,0.0,7.93,12.13,25.42
query 10,11,46.12,1.0,7.94,12.13,25.44
query 12,15,46.1,0.0,7.94,12.13,25.6
query 13,17,43.83,1.0,7.93,12.13,25.53
query 14,18,43.94,0.0,7.94,12.13,25.57
query 16,27,56.72,0.0,7.93,12.13,25.54
query 17,3295,100.0,39.0,8.08,12.13,42.99
query 18,3391,100.0,31.0,8.6,12.13,34.0
query 19,13,64.16,9.0,8.62,12.13,25.74
query 20,856,80.5,14.0,8.09,12.13,25.74
query 22, 37,26.2,0.0,8.01,12.13,25.44
