query_id, cpu_used(%), ram_used(gb)
1, 83.3, 0.73
2, 14.3, 0.66
3, 68.2, 0.75
4, 68.3, 0.71
5, 69.8, 0.79
6, 37.1, 0.77
7, 73.0, 0.82
8, 65.1, 0.84
9, 61.5, 0.90
9, 86.2, 1.04
10, 62.5, 0.98
10, 9.4, 0.85
11, 21.0, 0.85
12, 62.9, 0.82
13, 83.1, 0.87
13, 54.0, 0.77
14, 48.4, 0.85
15, 72.6, 0.79
16, 39.1, 0.82
17, 65.1, 0.79
18, 79.4, 0.82
18, 47.6, 0.75
19, 65.1, 0.87
20, 66.7, 0.83
21, 71.2, 0.90
21, 75.4, 0.91
22, 27.4, 0.90
