query_id,cpu_used(%),ram_used(gb),time(ms)
1,83.3,0.73,248.0
2,14.3,0.66,39.0
3,68.2,0.75,160.0
4,68.3,0.71,134.0
5,69.8,0.79,164.0
6,37.1,0.77,73.0
7,73.0,0.82,175.0
8,65.1,0.84,154.0
9,73.85,0.97,450.0
10,35.95,0.92,287.0
11,21.0,0.85,35.0
12,62.9,0.82,124.0
13,68.55,0.82,380.0
14,48.4,0.85,61.0
15,72.6,0.79,69.5
16,39.1,0.82,83.0
17,65.1,0.79,134.0
18,63.5,0.78,358.0
19,65.1,0.87,218.0
20,66.7,0.83,142.0
21,73.3,0.9,420.0
22,27.4,0.9,64.0
