query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,567.67,56.55,12.67,5.73,4.14,26.03
query 2,20294.0,97.02,0.44,6.46,4.14,25.68
query 3,149.33,43.45,10.78,5.98,4.14,26.32
query 6,88.67,43.75,0.0,5.74,4.14,25.7
query 7,87.67,45.94,2.0,5.72,4.14,26.17
query 9,118.0,54.4,2.0,5.71,4.14,25.68
query 13,81.33,44.8,0.0,5.69,4.14,25.68
query 17,412.0,43.79,6.96,5.66,4.14,28.21
query 24,5825.33,43.47,0.23,5.68,4.14,25.69
query 25,359.67,43.67,7.95,5.63,4.14,27.72
query 26,105.33,43.12,25.89,5.68,4.14,38.98
query 29,313.0,46.32,14.06,5.67,4.14,28.94
query 30,389.0,47.2,49.22,5.69,4.14,34.77
query 33,135.67,44.1,0.0,5.75,4.14,28.99
query 34,177.0,51.93,5.25,5.73,4.14,27.35
query 41,68.33,43.47,0.0,5.62,4.14,25.68
query 42,18.0,43.49,1.0,5.62,4.14,25.88
query 43,21.33,43.82,1.67,5.61,4.14,26.76
query 46,263.0,46.77,1.13,5.64,4.14,25.71
query 48,31.67,43.59,0.33,5.69,4.14,25.64
query 50,159.67,43.27,5.33,5.7,4.14,27.02
query 52,124.67,43.56,5.42,5.78,4.14,25.99
query 53,82.0,61.99,7.33,5.78,4.14,25.83
query 54,12923.33,96.42,0.57,6.14,4.14,25.7
query 55,127.0,46.62,1.89,6.03,4.14,27.88
query 56,100.33,46.84,5.0,5.8,4.14,25.78
query 58,128.67,48.49,0.67,5.78,4.14,25.76
query 59,435.67,47.65,5.4,5.78,4.14,27.11
query 60,115.0,44.27,2.67,5.77,4.14,25.65
query 61,53.0,43.16,0.67,5.77,4.14,26.75
query 62,32.67,43.94,3.67,5.78,4.14,32.09
query 63,81.33,45.57,2.0,5.75,4.14,25.74
query 64,584.0,55.96,8.89,5.77,4.14,26.89
query 65,844.67,63.66,16.92,5.88,4.14,26.52
query 68,194.67,50.43,0.0,5.79,4.14,25.67
query 71,990.67,74.37,1.8,5.75,4.14,25.67
query 73,147.67,43.3,0.33,5.74,4.14,25.72
query 78,28051.67,93.95,2.85,7.89,4.14,25.92
query 79,199.33,49.76,22.0,5.65,4.14,26.15
query 81,623.67,54.51,2.93,5.76,4.14,25.96
query 83,127.33,44.66,0.33,5.77,4.14,25.75
query 89,208.0,45.08,12.67,5.75,4.14,29.24
query 91,40.33,43.93,3.33,5.77,4.14,25.68
query 93,45.33,43.96,6.33,5.75,4.14,25.71
query 96,13.0,42.84,0.0,5.74,4.14,25.7
query 99,110.33,26.4,0.0,5.71,4.14,25.66
