query_id,cpu_used(%),ram_used(gb),time(ms)
1,69.8,1.21,372.0
2,95.5,1.24,1463.0
3,64.6,1.12,396.0
4,98.5,2.85,9222.0
5,96.9,1.73,1177.0
6,65.2,1.27,445.0
7,72.7,1.65,906.0
8,74.6,1.28,473.0
9,98.5,1.4,2536.0
10,69.8,1.25,385.0
11,98.5,2.38,6064.0
12,3.2,1.1,
13,78.5,1.81,1265.0
14,98.5,4.13,9087.0
15,34.9,1.26,91.0
16,4.8,1.26,
17,77.3,1.46,764.0
18,58.1,1.03,372.0
19,71.2,1.33,562.0
20,3.2,1.09,
21,4.8,1.1,
22,98.5,1.12,696.0
23,98.5,4.14,7784.0
24,98.5,1.53,671.5
25,73.8,1.52,733.0
26,69.2,0.94,174.0
27,75.0,1.47,938.0
28,98.5,1.41,2453.0
29,78.5,1.43,850.0
30,46.9,0.89,145.0
31,80.3,1.35,770.0
32,3.2,0.79,
33,70.1,1.3,591.0
34,82.1,1.24,596.0
35,84.8,1.31,839.0
36,84.6,1.48,1168.0
37,3.2,1.09,
38,91.0,1.33,1218.0
39,59.4,1.24,85.0
40,4.8,1.24,
41,6.3,1.23,13.0
42,65.2,1.27,387.0
43,91.0,1.28,944.0
44,98.5,1.01,510.0
45,61.9,1.05,236.0
46,80.0,1.59,1365.0
47,95.2,1.92,2288.0
48,84.1,1.65,1133.0
49,71.4,1.7,799.0
50,89.4,1.46,1131.0
51,98.5,1.94,4463.0
52,63.1,1.04,389.0
53,71.9,1.37,478.0
54,70.3,1.44,526.0
55,65.1,1.32,388.0
56,67.7,1.51,623.0
57,93.9,1.17,514.0
58,67.7,1.49,419.0
59,97.0,1.26,2485.0
60,73.4,1.33,664.0
61,14.3,1.25,28.0
62,77.8,1.27,340.0
63,73.0,1.47,471.0
64,95.5,2.09,2468.0
65,98.5,1.78,2065.0
66,73.4,1.09,376.0
67,97.1,6.43,14131.0
68,77.3,1.69,1038.0
69,19.0,0.92,43.0
70,98.5,1.27,1066.0
71,76.1,1.37,579.0
72,60.0,1.28,939.0
73,79.7,1.33,566.0
74,89.2,2.04,4006.0
75,93.9,2.13,2171.0
76,75.8,1.61,908.0
77,3.2,1.0,
78,98.5,3.45,5402.0
79,81.5,1.67,1025.0
80,3.2,1.17,
81,50.8,1.2,214.0
82,3.2,1.2,
83,40.3,1.2,78.0
84,53.1,1.2,98.0
85,79.4,1.31,470.0
86,76.6,0.95,238.0
87,94.0,1.24,1390.0
88,98.5,1.08,1986.0
89,79.7,1.08,619.0
90,71.0,1.02,130.0
91,24.2,1.05,51.0
92,1.6,1.05,
93,57.1,1.11,308.0
94,3.2,1.1,
95,3.2,1.1,
96,69.8,1.25,341.0
97,98.5,1.8,2083.0
98,3.2,1.13,
99,97.0,1.14,475.0
