query_id, cpu_used(%), ram_used(gb)
1, 75.8, 0.75
2, 11.1, 0.75
3, 41.3, 0.73
4, 37.1, 0.70
5, 40.3, 0.66
6, 19.7, 0.69
7, 41.9, 0.74
8, 35.5, 0.76
9, 70.8, 0.81
10, 58.7, 0.73
11, 11.3, 0.64
12, 35.5, 0.69
13, 78.1, 0.73
14, 31.7, 0.73
15, 41.9, 0.68
16, 22.6, 0.66
17, 36.1, 0.69
18, 79.0, 0.72
19, 50.0, 0.77
20, 41.3, 0.76
21, 74.6, 0.81
22, 15.9, 0.73
