query,time (ms)
query 1,204.5
query 2,1637.0
query 3,2186.0
query 4,3518.5
query 5,1359.5
query 6,28.0
query 7,1084.0
query 8,1457.5
query 9,1116.5
query 12,739.5
query 13,1439.0
query 16,6363.0
query 17,2004.5
query 18,7629.5
query 19,241.5
query 20,2479.5
