query,time (ms)
query 1,38.5
query 2,411.5
query 3,192.5
query 4,2254.0
query 5,34.0
query 6,12.0
query 7,35.5
query 8,69.0
query 9,147.0
query 10,748.5
query 12,22.5
query 13,132.5
query 16,3507.5
query 17,674.0
query 18,4279.0
query 19,65.5
query 20,840.0
