query_id, real_time(s), user_time(s), sys_time(s)
01, 0.052, 0.241649, 0.112817
02, 0.055, 0.838612, 0.202155
03, 0.035, 0.291986, 0.285102
04, 1.073, 5.959547, 1.055262
05, 0.083, 0.728044, 0.707001
06, 0.105, 0.306436, 0.278724
07, 0.083, 0.641575, 0.597291
08, 0.069, 0.351913, 0.328534
09, 0.085, 1.891830, 0.519711
10, 0.052, 0.304547, 0.203336
11, 0.691, 3.681744, 0.921545
13, 0.092, 0.808380, 0.713118
14, 0.704, 10.292383, 1.534920
14, 0.555, 6.898852, 0.498324
15, 0.070, 0.127159, 0.122646
17, 0.084, 0.519344, 0.521490
18, 0.130, 0.446706, 0.224758
19, 0.077, 0.359314, 0.471558
22, 0.965, 20.874932, 6.810592
23, 0.349, 7.897276, 1.586501
23, 0.291, 7.798189, 0.519172
24, 0.078, 0.609552, 0.421389
24, 0.040, 0.529363, 0.005744
25, 0.043, 0.146005, 0.182945
26, 0.072, 0.216751, 0.232222
27, 0.092, 0.591897, 0.749082
28, 0.088, 1.825720, 0.405658
29, 0.090, 0.676909, 0.481200
30, 0.072, 0.211061, 0.102697
31, 0.081, 0.724223, 0.460581
33, 0.059, 0.334456, 0.622507
34, 0.062, 0.447745, 0.276073
35, 0.136, 0.785838, 0.421335
36, 0.597, 1.224876, 0.679859
38, 0.096, 1.084464, 0.303249
39, 0.079, 0.702603, 0.361376
39, 0.060, 0.722783, 0.065598
41, 0.023, 0.025170, 0.035996
42, 0.038, 0.246524, 0.305662
43, 0.051, 0.533980, 0.309867
44, 0.018, 0.290207, 0.061551
45, 0.082, 0.190131, 0.137709
46, 0.141, 0.811918, 0.528412
47, 0.148, 1.888500, 0.783490
48, 0.086, 0.789063, 0.548892
49, 0.075, 0.498237, 0.758211
50, 0.070, 0.761011, 0.421444
51, 0.849, 7.240083, 1.895968
52, 0.043, 0.245417, 0.332034
53, 0.060, 0.377050, 0.458954
54, 0.069, 0.400927, 0.377302
55, 0.046, 0.208305, 0.342846
56, 0.071, 0.476100, 0.551206
57, 0.115, 1.098574, 0.644661
58, 0.068, 0.336664, 0.346065
59, 0.120, 1.655022, 0.395610
60, 0.072, 0.468791, 0.599066
61, 0.079, 0.666597, 0.592199
62, 0.036, 0.264502, 0.227770
63, 0.053, 0.335915, 0.367576
64, 0.174, 1.748642, 0.858768
65, 0.143, 1.640486, 0.562392
66, 0.068, 0.327786, 0.605851
67, 1.008, 18.744415, 6.047707
68, 0.094, 0.572982, 0.718737
69, 0.037, 0.086580, 0.145128
70, 0.064, 0.867188, 0.431169
71, 0.066, 0.310411, 0.534754
72, 0.236, 0.795229, 0.541710
73, 0.052, 0.332722, 0.481986
74, 0.439, 2.473894, 0.717345
75, 0.185, 1.470516, 0.784782
76, 0.077, 0.623173, 0.591956
78, 0.234, 3.750012, 1.260674
79, 0.083, 0.735396, 0.543725
81, 0.122, 0.257967, 0.146627
83, 0.030, 0.112228, 0.095487
84, 0.028, 0.114679, 0.046956
85, 0.067, 0.318339, 0.270066
86, 0.046, 0.270413, 0.223983
87, 0.101, 1.148506, 0.367622
88, 0.085, 1.472099, 0.363833
89, 0.061, 0.594050, 0.431418
90, 0.016, 0.081089, 0.116604
91, 0.022, 0.048086, 0.046968
93, 0.053, 0.191394, 0.185308
96, 0.027, 0.225122, 0.266122
97, 0.103, 1.236780, 0.394776
99, 0.048, 0.426395, 0.228875
