query_id, real_time(s), user_time(s), sys_time(s)
01, 0.129, 0.476373, 0.254219
02, 0.079, 1.550757, 0.323145
03, 0.056, 0.502991, 0.501569
04, 3.654, 11.727293, 2.029254
05, 0.137, 1.385983, 1.241200
06, 0.150, 0.553246, 0.454773
07, 0.115, 1.104384, 1.060856
08, 0.071, 0.650684, 0.394985
09, 0.192, 3.520515, 1.874459
10, 0.070, 0.500936, 0.363562
11, 2.359, 7.320321, 1.550165
13, 0.139, 1.564729, 1.203603
14, 1.301, 22.525862, 2.674570
14, 1.138, 15.961526, 0.791537
15, 0.055, 0.129584, 0.067903
17, 0.120, 0.865001, 0.957902
18, 0.127, 0.550383, 0.500696
19, 0.089, 0.631421, 0.832863
22, 0.091, 1.393785, 0.342050
23, 0.494, 11.140318, 2.358181
23, 0.413, 11.196710, 0.594895
24, 0.107, 0.990198, 0.899275
24, 0.045, 0.786263, 0.022770
25, 0.112, 0.901254, 0.934514
26, 0.048, 0.216426, 0.252839
27, 0.129, 1.105728, 1.131866
28, 0.166, 3.670109, 0.576014
29, 0.111, 0.993515, 0.980079
30, 0.092, 0.215095, 0.115705
31, 0.108, 1.131524, 0.819040
33, 0.088, 0.651795, 0.975593
34, 0.078, 0.822874, 0.513963
35, 0.177, 1.172121, 0.507571
36, 0.115, 1.760710, 0.732446
38, 0.126, 1.858839, 0.443086
39, 0.050, 0.137851, 0.163151
39, 0.042, 0.142530, 0.045824
41, 0.013, 0.015511, 0.035047
42, 0.053, 0.417510, 0.569499
43, 0.072, 1.168318, 0.481073
44, 0.030, 0.512856, 0.172592
45, 0.111, 0.327347, 0.208367
46, 0.341, 1.599064, 0.882582
47, 0.212, 3.612283, 1.324953
48, 0.126, 1.484419, 0.879960
49, 0.112, 1.040345, 1.120071
50, 0.103, 1.532392, 0.726929
51, 0.796, 8.411993, 2.045942
52, 0.062, 0.498440, 0.520572
53, 0.083, 0.639653, 0.678162
54, 0.099, 0.734441, 0.627541
55, 0.057, 0.473934, 0.529448
56, 0.092, 0.744308, 0.956234
57, 0.078, 0.865666, 0.431871
58, 0.072, 0.572321, 0.614718
59, 0.150, 2.979572, 0.455037
60, 0.097, 0.799929, 0.993254
61, 0.032, 0.174803, 0.224238
62, 0.057, 0.550596, 0.277878
63, 0.064, 0.591340, 0.612398
64, 0.215, 2.766736, 1.405389
65, 0.164, 2.710139, 0.967005
66, 0.098, 0.573094, 0.736264
67, 1.102, 24.139631, 6.016826
68, 0.134, 1.244886, 1.199302
69, 0.036, 0.093888, 0.109988
70, 0.094, 1.508206, 0.577026
71, 0.099, 0.713256, 0.725896
72, 0.396, 1.042587, 0.588584
73, 0.077, 0.724756, 0.583426
74, 1.513, 4.951482, 1.219474
75, 0.277, 2.873212, 1.266772
76, 0.105, 1.122528, 1.125490
78, 0.443, 7.140702, 2.170064
79, 0.127, 1.341891, 0.917370
81, 0.120, 0.250506, 0.193652
83, 0.032, 0.109627, 0.224129
84, 0.034, 0.135691, 0.073321
85, 0.093, 0.556440, 0.443118
86, 0.051, 0.429242, 0.266607
87, 0.139, 2.094957, 0.466285
88, 0.135, 2.842083, 0.464262
89, 0.078, 0.850260, 0.719607
90, 0.026, 0.192155, 0.154587
91, 0.031, 0.057447, 0.073257
93, 0.089, 0.468648, 0.208044
96, 0.052, 0.437985, 0.372553
97, 0.266, 2.532958, 0.763871
99, 0.053, 0.749568, 0.202327
