query_id,time(ms)
1,129.0
2,79.0
3,56.0
4,3654.0
5,137.0
6,150.0
7,115.0
8,71.0
9,192.0
10,70.0
11,2359.0
13,139.0
14,1301.0
15,55.0
17,120.0
18,127.0
19,89.0
22,91.0
23,494.0
24,107.0
25,112.0
26,48.0
27,129.0
28,166.0
29,111.0
30,92.0
31,108.0
33,88.0
34,78.0
35,177.0
36,115.0
38,126.0
39,50.0
41,13.0
42,53.0
43,72.0
44,30.0
45,111.0
46,341.0
47,212.0
48,126.0
49,112.0
50,103.0
51,796.0
52,62.0
53,83.0
54,99.0
55,57.0
56,92.0
57,78.0
58,72.0
59,150.0
60,97.0
61,32.0
62,57.0
63,64.0
64,215.0
65,164.0
66,98.0
67,1102.0
68,134.0
69,36.0
70,94.0
71,99.0
72,396.0
73,77.0
74,1513.0
75,277.0
76,105.0
78,443.0
79,127.0
81,120.0
83,32.0
84,34.0
85,93.0
86,51.0
87,139.0
88,135.0
89,78.0
90,26.0
91,31.0
93,89.0
96,52.0
97,266.0
99,53.0
