query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,499,69.92,,,,
query 2,40659,100.0,40.0,9.25,8.12,26.08
query 3,23,50.0,30.0,6.41,8.12,25.37
query 6,132,58.4,0.0,6.15,8.12,25.47
query 7,97,64.41,2.0,6.14,8.12,28.69
query 9,160,83.42,0.0,6.13,8.12,25.39
query 13,83,52.88,0.0,6.1,8.12,25.51
query 17,363,58.59,0.0,6.16,8.12,25.47
query 24,9790,57.14,5.0,6.22,8.12,34.41
query 25,343,51.26,14.0,6.15,8.12,25.56
query 26,87,55.28,99.0,6.14,8.12,29.83
query 29,317,60.0,11.0,6.19,8.12,31.94
query 30,323,59.25,88.0,6.19,8.12,32.06
query 33,135,49.87,0.0,6.17,8.12,32.18
query 34,120,56.78,1.0,6.17,8.12,40.79
query 41,86,46.62,0.0,6.24,8.12,25.57
query 42,22,48.37,0.0,6.22,8.12,25.86
query 43,30,48.87,4.0,6.24,8.12,27.52
query 46,248,52.51,0.0,6.22,8.12,25.44
query 48,53,51.39,1.0,6.19,8.12,25.46
query 50,74,55.95,15.0,6.16,8.12,25.49
query 52,20,51.89,26.0,6.16,8.12,25.46
query 53,117,59.9,0.0,6.15,8.12,26.16
query 54,23116,100.0,25.0,7.91,8.12,28.87
query 55,21,47.24,26.0,6.23,8.12,25.86
query 56,137,50.76,0.0,6.24,8.12,26.57
query 58,168,53.52,1.0,6.25,8.12,25.53
query 59,854,62.3,33.0,6.25,8.12,47.33
query 60,164,50.0,0.0,6.25,8.12,25.47
query 61,73,50.0,11.0,6.25,8.12,25.58
query 62,33,51.13,1.0,6.24,8.12,47.03
query 63,98,52.41,0.0,6.25,8.12,28.81
query 64,449,62.75,15.0,6.27,8.12,48.28
query 65,2369,97.75,60.0,6.43,8.12,26.44
query 68,82,55.05,0.0,6.21,8.12,25.53
query 71,1503,99.25,9.0,6.32,8.12,28.2
query 73,49,44.44,0.0,6.19,8.12,25.68
query 78,55432,100.0,96.0,12.37,8.12,50.41
query 79,619,68.75,6.0,6.23,8.12,29.33
query 81,482,69.4,2.0,6.19,8.12,29.82
query 83,218,58.5,0.0,6.19,8.12,25.63
query 89,120,47.99,25.0,6.19,8.12,26.2
query 91,45,46.21,12.0,6.18,8.12,25.46
query 93,72,46.35,10.0,6.17,8.12,25.51
query 96,17,54.52,0.0,6.17,8.12,25.47
query 99, 34,29.19,0.0,6.16,8.12,25.51
