query_id, cpu_used(%), ram_used(gb)
1, 83.1, 1.07
2, 14.5, 1.01
3, 69.7, 1.01
4, 68.3, 0.93
5, 69.8, 0.96
6, 33.9, 0.89
7, 68.8, 0.93
8, 66.1, 0.90
9, 60.6, 0.97
9, 87.5, 1.08
10, 60.0, 0.99
10, 1.6, 0.89
11, 18.3, 0.90
12, 62.9, 0.98
13, 81.5, 1.02
13, 49.2, 1.05
14, 50.0, 1.09
15, 73.0, 1.10
16, 40.3, 1.00
17, 66.1, 0.93
18, 81.2, 0.98
18, 43.8, 1.00
19, 63.5, 1.04
20, 67.2, 1.11
21, 70.1, 1.11
21, 76.2, 1.09
22, 29.0, 1.09
