query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,65,45.06,,,,
query 2,217,55.22,0.0,,,
query 3,54,53.54,5.0,3.41,4.12,30.21
query 4,994,84.71,18.0,3.64,4.12,26.05
query 5,29,48.61,9.0,3.68,4.12,25.5
query 6,9,48.37,0.0,3.48,4.12,31.95
query 7,25,50.63,5.0,3.49,4.12,25.42
query 8,48,48.87,3.0,3.48,4.12,25.43
query 9,67,46.25,2.0,3.46,4.12,27.88
query 10,171,49.62,14.0,3.47,4.12,25.64
query 12,22,46.62,0.0,3.51,4.12,25.49
query 13,73,45.43,0.0,3.5,4.12,28.19
query 16,5120,58.88,19.0,3.92,4.12,25.93
query 17,390,75.19,18.0,3.47,4.12,25.46
query 18,1927,99.5,22.0,3.83,4.12,26.34
query 19,43,58.73,6.0,3.71,4.12,25.43
query 20,427,60.4,11.0,3.73,4.12,26.8
query 22, 168,30.4,1.0,3.73,4.12,25.43
