query_id,time(ms)
1,158.0
2,295.0
3,219.0
4,9819.0
5,558.0
6,371.0
7,498.0
8,241.0
9,926.0
10,214.0
11,3208.0
13,549.0
14,12370.0
15,128.0
16,89.0
17,442.0
18,960.0
19,335.0
22,3562.0
23,3828.0
24,391.0
25,457.0
26,188.0
27,515.0
28,675.0
29,429.0
30,156.0
31,377.0
33,353.0
34,240.0
35,639.0
36,425.0
38,530.0
39,172.0
41,26.0
42,195.0
43,249.0
44,352.0
45,187.0
46,495.0
47,781.0
48,472.0
49,453.0
50,363.0
51,3695.0
52,206.0
53,255.0
54,371.0
55,210.0
56,370.0
57,327.0
58,309.0
59,896.0
60,360.0
61,38.0
62,135.0
63,246.0
64,1104.0
65,924.0
66,258.0
67,29060.0
68,20451.0
69,653.0
70,2437.0
71,2224.0
72,4257.0
73,251.0
74,4590.0
75,3999.0
76,1675.0
78,3620.0
79,1229.0
81,287.0
83,85.0
84,77.0
85,1810.0
86,135.0
87,615.0
88,570.0
89,289.0
90,91.0
91,62.0
93,876.0
96,172.0
97,678.0
99,196.0
