query_id, real_time(s), user_time(s), sys_time(s)
01, 0.158, 1.336448, 0.816267
02, 0.295, 7.507224, 1.083098
03, 0.219, 2.535171, 2.306144
04, 9.819, 53.523194, 8.366158
05, 0.558, 7.430494, 5.481352
06, 0.371, 2.611207, 1.898481
07, 0.498, 5.149086, 4.910356
08, 0.241, 2.919648, 2.118124
09, 0.926, 15.823462, 10.985285
10, 0.214, 2.392590, 1.597415
11, 3.208, 34.374711, 6.266970
13, 0.549, 7.756100, 5.143901
14, 12.370, 283.105372, 14.309575
14, 7.655, 181.085307, 4.507630
15, 0.128, 0.703175, 0.229933
16, 0.089, 0.221654, 0.378498
17, 0.442, 4.515440, 3.753316
18, 0.960, 1.909888, 1.139738
19, 0.335, 3.140670, 3.721692
22, 3.562, 75.273165, 26.636423
23, 3.828, 81.503196, 14.356645
23, 2.944, 80.924402, 7.446714
24, 0.391, 5.808052, 3.723481
24, 0.186, 4.942150, 0.028497
25, 0.457, 3.988513, 4.782001
26, 0.188, 0.939535, 0.701303
27, 0.515, 5.495757, 4.812083
28, 0.675, 16.887662, 2.636203
29, 0.429, 5.598116, 3.722059
30, 0.156, 1.020940, 0.432594
31, 0.377, 6.138973, 3.075988
33, 0.353, 3.195156, 4.450146
34, 0.240, 3.583143, 2.150249
35, 0.639, 6.973810, 2.051508
36, 0.425, 8.042391, 3.301145
38, 0.530, 11.342852, 1.821243
39, 0.172, 2.475162, 1.107206
39, 0.117, 2.462980, 0.253197
41, 0.026, 0.046755, 0.029798
42, 0.195, 2.136698, 2.304542
43, 0.249, 4.615380, 1.960148
44, 0.352, 5.309813, 3.487985
45, 0.187, 1.125422, 1.106097
46, 0.495, 5.973849, 3.881593
47, 0.781, 16.916222, 4.612484
48, 0.472, 7.340009, 3.467014
49, 0.453, 4.734453, 4.967628
50, 0.363, 7.103512, 2.577265
51, 3.695, 47.117427, 10.671117
52, 0.206, 2.185701, 2.311794
53, 0.255, 3.087258, 2.774200
54, 0.371, 3.695417, 2.920129
55, 0.210, 2.138467, 2.373117
56, 0.370, 3.615311, 4.351501
57, 0.327, 5.788490, 1.263319
58, 0.309, 2.419573, 3.305730
59, 0.896, 19.385923, 3.510125
60, 0.360, 3.567782, 4.608356
61, 0.038, 0.182844, 0.250365
62, 0.135, 2.494080, 0.768654
63, 0.246, 3.192367, 2.664042
64, 1.104, 17.467484, 6.568615
65, 0.924, 19.012055, 4.571962
66, 0.258, 2.152714, 1.995203
67, 29.060, 289.406081, 218.973226
68, 20.451, 5.905559, 4.587389
69, 0.653, 2.819248, 1.490946
70, 2.437, 7.765972, 1.755493
71, 2.224, 3.531881, 2.878130
72, 4.257, 4.638188, 2.157180
73, 0.251, 3.326603, 2.267484
74, 4.590, 23.318675, 4.269204
75, 3.999, 15.239155, 5.895171
76, 1.675, 4.977997, 4.729115
78, 3.620, 39.456216, 9.562196
79, 1.229, 5.730335, 3.325199
81, 0.287, 1.509795, 0.541517
83, 0.085, 0.520094, 0.462566
84, 0.077, 0.560616, 0.254221
85, 1.810, 2.696673, 1.755735
86, 0.135, 1.899238, 0.789629
87, 0.615, 12.718276, 1.957350
88, 0.570, 13.300634, 2.486019
89, 0.289, 4.417772, 2.626351
90, 0.091, 0.858676, 0.664943
91, 0.062, 0.166448, 0.139293
93, 0.876, 15.272498, 3.265741
96, 0.172, 2.072428, 1.685017
97, 0.678, 14.281059, 3.456710
99, 0.196, 3.918261, 0.698693
