query_id,time(ms)
1,162.0
2,352.0
3,2015.0000000000002
4,6659.0
5,1107.0
6,153.0
7,614.0
8,75.0
9,191.0
10,86.0
11,2338.0
13,136.0
14,1379.0
15,57.0
17,128.0
18,146.0
19,89.0
22,101.0
23,511.0
24,127.0
25,119.0
26,48.0
27,124.0
28,173.0
29,127.0
30,100.0
31,112.0
33,82.0
34,75.0
35,181.0
36,114.0
38,122.0
39,51.0
41,14.0
42,54.0
43,74.0
44,32.0
45,121.0
46,342.0
47,211.0
48,121.0
49,143.0
50,100.0
51,788.0
52,59.0
53,78.0
54,101.0
55,53.0
56,91.0
57,86.0
58,77.0
59,150.0
60,98.0
61,33.0
62,51.0
63,66.0
64,237.0
65,161.0
66,110.0
67,1067.0
68,145.0
69,42.0
70,94.0
71,94.0
72,392.0
73,78.0
74,1506.0
75,284.0
76,138.0
78,453.0
79,120.0
81,130.0
83,31.0
84,32.0
85,105.0
86,50.0
87,140.0
88,134.0
89,75.0
90,29.0
91,34.0
93,87.0
96,44.0
97,264.0
99,53.0
