query_id,time(ms)
1,17.0
2,23.0
3,40.0
4,23.0
5,34.0
6,12.0
7,35.0
8,31.0
9,65.0
10,78.0
11,10.0
12,24.0
13,62.0
14,28.0
15,26.0
16,28.0
17,28.0
18,40.0
19,34.0
20,32.0
21,57.0
22,33.0
