query_id, real_time(s), user_time(s), sys_time(s)
01, 0.060, 0.193981, 0.100489
02, 0.038, 0.422468, 0.229413
03, 0.031, 0.144128, 0.243309
04, 0.577, 3.104243, 0.878533
05, 0.066, 0.401262, 0.508416
06, 0.069, 0.189121, 0.155078
07, 0.083, 0.427850, 0.403403
08, 0.052, 0.183775, 0.248893
09, 0.050, 0.789715, 0.558676
10, 0.047, 0.169309, 0.171183
11, 0.511, 2.170226, 0.510616
13, 0.064, 0.530966, 0.314221
14, 0.278, 3.962104, 0.940095
14, 0.196, 2.697406, 0.211186
15, 0.051, 0.082440, 0.095627
17, 0.065, 0.260519, 0.295045
18, 0.087, 0.227566, 0.154322
19, 0.047, 0.184302, 0.289355
22, 0.427, 8.311227, 2.671233
23, 0.167, 3.473135, 0.970131
23, 0.131, 3.414661, 0.171279
24, 0.051, 0.251789, 0.252517
24, 0.025, 0.183216, 0.013335
25, 0.033, 0.093593, 0.099372
26, 0.050, 0.151725, 0.135015
27, 0.089, 0.446854, 0.410028
28, 0.061, 1.052502, 0.191597
29, 0.062, 0.291076, 0.331300
30, 0.059, 0.159799, 0.066714
31, 0.060, 0.404190, 0.297722
33, 0.039, 0.200254, 0.336594
34, 0.042, 0.225151, 0.228156
35, 0.097, 0.462195, 0.266051
36, 0.296, 0.595090, 0.421167
38, 0.060, 0.568691, 0.224694
39, 0.058, 0.292096, 0.164627
39, 0.045, 0.268518, 0.074581
41, 0.016, 0.034929, 0.011992
42, 0.026, 0.120475, 0.192263
43, 0.034, 0.291636, 0.254379
44, 0.012, 0.165746, 0.023684
45, 0.060, 0.088821, 0.107545
46, 0.112, 0.469728, 0.351620
47, 0.116, 1.293957, 0.622513
48, 0.056, 0.393365, 0.375838
49, 0.048, 0.324541, 0.385421
50, 0.046, 0.451397, 0.238881
51, 0.467, 3.868423, 1.054062
52, 0.031, 0.114603, 0.234864
53, 0.039, 0.214140, 0.277247
54, 0.043, 0.206261, 0.221298
55, 0.027, 0.143426, 0.210670
56, 0.051, 0.263648, 0.381930
57, 0.078, 0.623592, 0.412661
58, 0.040, 0.158288, 0.298419
59, 0.073, 0.888971, 0.177523
60, 0.053, 0.277311, 0.402958
61, 0.032, 0.178543, 0.245048
62, 0.030, 0.164838, 0.141703
63, 0.032, 0.202226, 0.223501
64, 0.107, 0.843184, 0.467291
65, 0.074, 0.720976, 0.345821
66, 0.056, 0.184049, 0.284672
67, 0.487, 8.399741, 3.257787
68, 0.066, 0.341089, 0.419988
69, 0.046, 0.199421, 0.172283
70, 0.044, 0.406611, 0.356678
71, 0.055, 0.195986, 0.280127
72, 0.156, 0.436036, 0.244922
73, 0.040, 0.195232, 0.249531
74, 0.338, 1.405135, 0.424656
75, 0.099, 0.760185, 0.474488
76, 0.048, 0.318475, 0.400857
78, 0.139, 1.758827, 0.629945
79, 0.050, 0.344642, 0.323817
81, 0.097, 0.149793, 0.123874
83, 0.022, 0.074716, 0.066035
84, 0.025, 0.066669, 0.031863
85, 0.048, 0.185939, 0.142599
86, 0.038, 0.179758, 0.156239
87, 0.076, 0.657666, 0.204438
88, 0.055, 0.768787, 0.159193
89, 0.046, 0.312284, 0.254749
90, 0.016, 0.042497, 0.080570
91, 0.021, 0.045352, 0.033102
93, 0.066, 0.593088, 0.202004
94, 0.031, 0.084679, 0.170383
96, 0.026, 0.121752, 0.122756
97, 0.074, 0.627579, 0.214142
99, 0.036, 0.236490, 0.109766
