query_id, real_time(s), user_time(s), sys_time(s)
1, 0.146, 3.219254, 0.810154
2, 0.077, 0.414275, 0.224098
3, 0.199, 2.531522, 1.249660
4, 0.182, 2.160651, 0.736125
5, 0.180, 2.674344, 1.119860
6, 0.091, 0.768329, 1.078677
7, 0.206, 2.417290, 1.661717
8, 0.183, 2.741064, 1.413710
9, 0.615, 7.747450, 2.562866
10, 0.320, 4.521166, 1.753951
11, 0.041, 0.397706, 0.244427
12, 0.130, 1.511515, 1.106116
13, 0.338, 6.242033, 1.133787
14, 0.159, 1.460951, 1.194421
14, 0.002, 0.000000, 0.000727
15, 0.180, 1.942967, 1.321789
15, 0.001, 0.000247, 0.000168
16, 0.101, 1.056829, 0.392136
17, 0.180, 3.795875, 0.999885
18, 0.307, 6.067833, 1.346309
19, 0.193, 2.646326, 1.441241
20, 0.147, 1.709686, 1.323043
21, 0.423, 6.793593, 1.342056
22, 0.094, 1.213716, 0.206840
