query_id, real_time(s), user_time(s), sys_time(s)
1, 0.144, 3.214507, 0.792615
2, 0.082, 0.494571, 0.178295
3, 0.199, 2.596735, 1.175024
4, 0.167, 2.118828, 0.763779
5, 0.174, 2.667157, 1.129453
6, 0.086, 0.855028, 0.964476
7, 0.201, 2.451947, 1.647938
8, 0.184, 2.687433, 1.461630
9, 0.610, 7.590235, 2.548482
10, 0.322, 4.553452, 1.621890
11, 0.053, 0.384413, 0.189301
12, 0.126, 1.572462, 1.040630
13, 0.304, 6.187343, 1.158399
14, 0.153, 1.507964, 1.184190
14, 0.002, 0.000704, 0.000000
15, 0.140, 2.067108, 1.192109
15, 0.002, 0.000279, 0.000161
16, 0.122, 1.048829, 0.386922
17, 0.236, 3.728876, 0.941625
18, 0.308, 6.007668, 1.319435
19, 0.194, 2.641428, 1.455881
20, 0.143, 1.662218, 1.413867
21, 0.426, 6.852846, 1.239720
22, 0.089, 1.240501, 0.187084
