query_id,cpu_used(%),ram_used(gb),time(ms)
1,83.3,1.07,250.0
2,14.5,1.01,40.0
3,72.3,1.01,171.0
4,71.4,0.97,137.0
5,75.0,1.01,166.0
6,37.1,1.03,73.0
7,73.0,1.07,184.0
8,66.1,1.07,158.0
9,87.5,1.09,476.0
10,62.5,1.1,295.0
11,21.0,1.11,35.0
12,66.1,1.11,125.0
13,83.1,1.13,398.0
14,53.2,1.12,61.5
15,73.0,1.16,71.0
16,40.3,1.08,83.0
17,68.3,1.11,134.0
18,81.2,1.15,363.0
19,65.1,1.14,220.0
20,67.2,1.11,144.0
21,77.8,1.11,422.0
22,30.6,1.09,71.0
