query_id,time(ms)
1,43.0
2,27.0
3,26.0
4,166.0
5,44.0
6,35.0
7,43.0
8,24.0
9,16.0
10,26.0
11,128.0
12,24.0
13,29.0
14,79.0
15,26.0
16,33.0
17,30.0
18,56.0
19,25.0
20,21.0
21,16.0
22,67.0
23,51.0
24,18.0
25,24.0
26,35.0
27,38.0
28,21.0
29,30.0
30,45.0
31,36.0
32,13.0
33,20.0
34,24.0
35,39.0
36,84.0
37,13.0
38,34.0
39,47.0
40,25.0
41,11.0
42,14.0
43,20.0
44,24.0
45,26.0
46,43.0
47,66.0
48,27.0
49,28.0
50,19.0
51,175.0
52,17.0
53,26.0
54,21.0
55,16.0
56,27.0
57,52.0
58,23.0
59,32.0
60,25.0
61,23.0
62,17.0
63,18.0
64,60.0
65,26.0
66,31.0
67,148.0
68,34.0
69,28.0
70,25.0
71,24.0
72,92.0
73,20.0
74,83.0
75,48.0
76,25.0
77,25.0
78,59.0
79,29.0
80,44.0
81,49.0
82,15.0
83,14.0
84,22.0
85,42.0
86,20.0
87,34.0
88,29.0
89,24.0
90,10.0
91,16.0
92,11.0
93,22.0
94,18.0
95,85.0
96,10.0
97,32.0
98,29.0
99,25.0
