query_id,time(ms)
1,19.0
2,22.0
3,39.0
4,27.0
5,33.5
6,11.0
7,35.0
8,32.5
9,69.0
10,79.0
11,10.5
12,23.0
13,53.5
14,28.0
15,26.0
16,27.5
17,28.0
18,39.5
19,34.5
20,33.5
21,58.0
22,32.5
