query_id,cpu_used(%),ram_used(gb),time(ms)
1,18.0,0.79,61.0
2,84.8,0.79,163.0
3,22.2,0.74,45.0
4,66.1,0.92,1356.0
5,59.7,0.67,115.0
6,24.6,0.71,66.0
7,60.3,0.8,161.0
8,29.5,0.69,70.0
9,82.8,0.72,233.0
10,37.1,0.72,69.0
11,58.1,0.83,865.0
12,3.3,0.81,
13,67.7,0.87,153.0
14,96.9,1.12,807.0
15,9.7,0.94,40.0
16,3.2,0.94,
17,40.3,0.96,99.0
18,43.5,0.93,109.0
19,34.4,0.92,73.0
20,4.8,0.92,
21,1.6,0.89,
22,81.2,0.91,554.0
23,93.8,1.21,899.0
24,42.9,0.78,46.0
25,17.5,0.78,44.0
26,25.8,0.78,60.0
27,59.4,0.86,168.0
28,80.0,0.79,260.0
29,47.5,0.78,102.0
30,14.5,0.76,58.0
31,51.6,0.74,105.0
32,1.6,0.74,
33,31.7,0.7,70.0
34,35.5,0.74,71.0
35,70.3,0.79,164.0
36,53.2,0.89,271.0
37,1.6,0.89,
38,66.2,0.91,173.0
39,63.5,0.91,78.0
40,1.6,0.92,
41,6.3,0.92,12.0
42,22.2,0.93,42.0
43,60.3,0.92,101.0
44,33.9,0.9,55.0
45,14.5,0.89,43.0
46,61.9,0.91,153.0
47,73.4,0.95,358.0
48,67.7,0.93,144.0
49,44.3,0.93,92.0
50,56.5,0.93,106.0
51,87.9,1.01,800.0
52,21.0,0.85,46.0
53,30.2,0.85,61.0
54,32.3,0.85,70.0
55,22.6,0.83,46.0
56,41.3,0.87,89.0
57,69.8,0.89,137.0
58,26.2,0.88,57.0
59,84.6,0.87,277.0
60,37.1,0.78,87.0
61,12.7,0.79,25.0
62,23.8,0.78,41.0
63,27.4,0.78,57.0
64,72.3,0.82,264.0
65,73.4,0.82,220.0
66,25.4,0.75,62.0
67,96.8,1.34,1706.0
68,57.4,0.86,127.0
69,39.7,0.85,76.0
70,67.2,0.85,116.0
71,34.4,0.83,74.0
72,47.6,0.88,163.0
73,37.1,0.89,67.0
74,60.7,0.96,574.0
75,68.3,1.01,232.0
76,48.4,1.02,99.0
77,3.2,1.02,
78,87.5,1.06,492.0
79,57.1,0.94,112.0
80,1.6,0.94,
81,17.7,0.94,58.0
82,3.2,0.94,
83,11.1,0.94,21.0
84,12.7,0.96,33.0
85,30.6,0.96,77.0
86,20.6,0.96,36.0
87,65.1,0.96,195.0
88,73.8,0.95,226.0
89,40.3,0.95,78.0
90,12.7,0.95,18.0
91,20.6,0.95,40.0
92,3.2,0.95,
93,73.4,0.95,179.0
94,3.2,0.88,
95,3.2,0.88,
96,20.6,0.86,38.0
97,76.6,0.88,183.0
98,4.8,0.82,
99,33.9,0.82,61.0
