query_id, real_time(s), user_time(s), sys_time(s)
1, 10.712, 7.889903, 2.477019
2, 0.963, 1.111992, 0.378923
3, 4.391, 7.057045, 2.375849
4, 4.772, 5.897885, 1.999599
5, 2.410, 7.644479, 2.440611
6, 0.194, 1.935421, 2.702072
7, 0.457, 6.620874, 3.797983
8, 1.715, 6.202221, 2.957486
9, 1.836, 19.886293, 6.794594
10, 1.370, 12.205438, 3.908481
11, 0.086, 0.925860, 0.473855
12, 0.272, 4.248982, 2.378427
13, 3.628, 16.381640, 2.549933
14, 0.366, 3.579460, 2.980265
14, 0.004, 0.000000, 0.000751
15, 0.332, 5.389587, 3.198948
15, 0.003, 0.000263, 0.000156
16, 0.173, 3.000108, 0.799099
17, 0.341, 7.077346, 2.190032
18, 0.770, 14.818429, 3.111986
19, 0.472, 6.416055, 3.640744
20, 0.320, 4.330471, 3.313028
21, 0.941, 19.061497, 3.116043
22, 0.175, 3.465538, 0.387662
