query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,105,38.94,,,,
query 2,56,44.36,,,,
query 3,13,53.13,45.0,7.87,12.13,25.53
query 4,1458,95.75,19.0,8.26,12.13,27.68
query 5,13,45.61,14.0,7.92,12.13,25.44
query 6,14,46.23,0.0,7.93,12.13,25.44
query 7,14,44.84,0.0,7.94,12.13,25.44
query 8,20,43.18,0.0,7.93,12.13,25.44
query 9,14,43.86,0.0,7.93,12.13,25.79
query 10,12,43.83,1.0,7.93,12.13,25.64
query 12,15,49.37,0.0,7.95,12.13,25.36
query 13,14,52.63,0.0,7.94,12.13,25.54
query 14,18,52.64,1.0,7.94,12.13,25.77
query 16,22,60.05,1.0,7.94,12.13,25.36
query 17,3275,100.0,48.0,8.09,12.13,42.82
query 18,3404,100.0,34.0,8.62,12.13,29.62
query 19,19,64.66,14.0,8.64,12.13,25.63
query 20,855,81.55,12.0,8.08,12.13,25.84
query 22, 51,28.72,0.0,8.02,12.13,25.44
