query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,480,71.36,,,,
query 2,40519,100.0,44.0,9.41,8.12,27.35
query 3,22,43.58,0.0,6.28,8.12,25.47
query 6,97,45.43,0.0,6.25,8.12,25.37
query 7,75,46.48,11.0,6.26,8.12,25.5
query 9,127,48.36,0.0,6.25,8.12,25.56
query 13,76,51.01,0.0,6.37,8.12,25.43
query 17,350,46.85,0.0,6.36,8.12,25.51
query 24,9747,46.0,5.0,6.31,8.12,29.72
query 25,331,48.11,1.0,6.22,8.12,25.54
query 26,62,48.87,81.0,6.2,8.12,29.48
query 29,311,62.41,17.0,6.22,8.12,47.0
query 30,318,61.21,95.0,6.22,8.12,54.49
query 33,122,49.36,0.0,6.2,8.12,31.77
query 34,117,49.75,0.0,6.19,8.12,31.94
query 41,88,45.84,0.0,6.2,8.12,25.46
query 42,20,45.71,0.0,6.19,8.12,25.65
query 43,29,45.2,3.0,6.21,8.12,25.46
query 46,281,54.14,0.0,6.18,8.12,25.46
query 48,47,48.74,0.0,6.19,8.12,25.49
query 50,79,50.63,0.0,6.21,8.12,25.44
query 52,20,45.11,0.0,6.23,8.12,25.54
query 53,107,58.42,0.0,6.23,8.12,25.93
query 54,23225,100.0,20.0,7.96,8.12,33.04
query 55,19,44.75,31.0,6.94,8.12,25.74
query 56,120,48.99,4.0,6.28,8.12,25.95
query 58,159,51.13,0.0,6.27,8.12,25.5
query 59,866,62.01,32.0,6.29,8.12,42.45
query 60,170,49.63,0.0,6.27,8.12,25.44
query 61,66,45.64,12.0,6.24,8.12,29.87
query 62,29,46.63,0.0,6.27,8.12,25.39
query 63,92,51.01,2.0,6.27,8.12,25.37
query 64,429,61.06,15.0,6.25,8.12,30.89
query 65,2370,98.0,62.0,6.5,8.12,28.48
query 68,94,49.25,0.0,6.34,8.12,25.44
query 71,1509,99.25,9.0,6.44,8.12,26.75
query 73,47,44.61,0.0,6.27,8.12,25.54
query 78,55270,100.0,98.0,12.44,8.12,49.29
query 79,641,69.79,6.0,6.28,8.12,30.03
query 81,444,63.91,2.0,6.29,8.12,29.22
query 83,141,46.25,0.0,6.27,8.12,25.47
query 89,112,44.84,19.0,6.26,8.12,41.14
query 91,44,45.09,0.0,6.28,8.12,25.56
query 93,67,44.61,0.0,6.28,8.12,25.43
query 96,16,45.11,0.0,6.27,8.12,25.47
query 99, 28,24.18,0.0,6.27,8.12,25.47
