query_id, real_time(s), user_time(s), sys_time(s)
1, 0.215, 4.696936, 1.307554
2, 0.093, 0.657956, 0.250695
3, 0.331, 3.967062, 1.793064
4, 0.210, 3.342032, 1.095763
5, 0.263, 4.242021, 1.814872
6, 0.129, 1.181003, 1.644292
7, 0.306, 3.719202, 2.485444
8, 0.262, 3.806493, 2.234306
9, 1.007, 11.112419, 4.218377
10, 0.462, 7.053561, 2.397821
11, 0.047, 0.614795, 0.260298
12, 0.201, 2.371451, 1.583875
13, 0.480, 9.465796, 1.852210
14, 0.227, 2.235824, 1.725433
14, 0.004, 0.000750, 0.000000
15, 0.200, 3.138153, 1.890203
15, 0.004, 0.000000, 0.000472
16, 0.131, 1.597271, 0.532517
17, 0.236, 4.741028, 1.422802
18, 0.473, 9.424103, 1.925168
19, 0.278, 3.711512, 2.263633
20, 0.206, 2.798248, 1.946283
21, 0.640, 10.436395, 2.006681
22, 0.125, 1.922263, 0.280847
