query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,3983,59.14,19,1.9,4.1,26.47
query 2,44711,100.0,32,4.97,4.1,33.24
query 3,1051,53.03,26,2.42,4.1,26.24
query 6,1852,51.64,13,2.51,4.1,34.71
query 7,804,58.54,9,2.74,4.1,25.82
query 9,1314,65.66,30,3.2,4.1,26.16
query 13,742,70.6,1,3.29,4.1,25.57
query 17,2605,67.25,95,4.38,4.11,73.38
query 24,22473,70.45,5,4.34,4.11,25.71
query 25,2140,51.65,88,4.48,4.11,61.71
query 26,1332,59.85,5,4.54,4.11,34.45
query 29,1501,55.78,92,4.86,4.11,62.29
query 30,2269,52.39,19,4.89,4.11,70.74
query 33,1532,59.05,13,4.91,4.11,27.58
query 34,1451,58.59,14,4.99,4.11,27.8
query 41,2641,49.87,1,4.85,4.12,25.67
query 42,308,59.05,0,4.85,4.12,25.44
query 43,415,69.85,4,4.89,4.12,25.71
query 46,1570,50.5,15,5.13,4.12,25.85
query 48,342,67.84,1,5.08,4.12,25.47
query 50,997,66.75,33,5.28,4.12,50.79
query 52,837,57.79,16,5.32,4.12,26.16
query 53,793,58.04,4,5.12,4.12,39.96
query 54,33953,100.0,30,6.88,4.12,30.93
query 55,837,52.39,11,5.18,4.12,35.39
query 56,1376,53.16,4,5.19,4.12,28.95
query 58,2042,57.54,3,5.11,4.12,25.77
query 59,3284,64.72,32,5.23,4.12,45.12
query 60,642,58.65,9,5.05,4.12,31.63
query 61,1174,58.4,9,5.03,4.12,43.16
query 62,388,53.42,0,4.93,4.12,25.82
query 63,408,66.25,11,5.02,4.12,25.67
query 64,3609,68.94,49,5.46,4.12,54.65
query 65,4260,86.47,23,5.71,4.12,34.73
query 68,1685,53.4,26,5.71,4.12,38.3
query 71,4607,89.75,20,6.0,4.12,26.54
query 73,1423,49.0,15,6.02,4.12,26.06
query 78,58765,100.0,62,11.96,8.12,49.17
query 79,1941,64.84,13,6.1,8.12,39.47
query 81,2533,48.23,12,6.12,8.12,25.96
query 83,1622,48.23,12,6.12,8.12,25.96
query 89,1393,48.23,12,6.12,8.12,25.96
query 91,351,48.23,12,6.12,8.12,25.96
query 93,365,48.23,12,6.12,8.12,25.96
query 96,254,48.23,12,6.12,8.12,25.96
query 99, 935,48.23,12,6.12,8.12,25.96
