query_id, cpu_used(%), ram_used(gb)
01, 59.7, 0.89
02, 83.1, 0.86
02, 95.4, 0.88
02, 93.8, 0.91
03, 69.8, 0.88
04, 52.4, 0.97
04, 81.5, 1.04
04, 89.4, 1.17
04, 83.1, 1.20
04, 73.5, 1.44
04, 20.3, 1.65
04, 95.5, 1.67
04, 95.4, 1.70
04, 87.9, 1.71
04, 95.5, 1.71
04, 52.3, 1.85
04, 97.0, 1.85
04, 94.0, 1.85
04, 59.4, 1.94
04, 98.5, 1.96
04, 0.0, 1.00
05, 61.9, 1.10
05, 69.7, 1.28
05, 14.1, 0.80
06, 66.2, 0.90
06, 1.6, 0.91
07, 64.6, 0.99
07, 71.9, 1.19
08, 62.9, 0.98
08, 1.6, 1.07
09, 71.9, 1.13
09, 91.0, 1.22
09, 97.1, 1.22
09, us., 1.22
09, 73.4, 1.15
10, 67.7, 1.18
10, 0.0, 1.14
11, 51.6, 1.22
11, 83.1, 1.26
11, 69.2, 1.39
11, 97.1, 1.41
11, 98.5, 1.43
11, 80.0, 1.46
11, 94.0, 1.46
11, 87.9, 1.52
11, 98.5, 1.53
11, 46.2, 0.80
12, 3.2, 0.81
13, 64.1, 0.86
13, 79.4, 1.06
13, 52.4, 0.74
14, 63.1, 0.86
14, 97.0, 0.97
14, 75.4, 1.04
14, 83.3, 1.23
14, 84.6, 1.44
14, 68.2, 1.85
14, 83.3, 2.36
14, 98.5, 2.36
14, us., 2.36
14, 98.5, 2.36
14, us., 2.36
14, us., 2.36
14, 98.5, 2.36
14, 79.7, 2.38
14, 97.0, 2.37
14, 64.2, 2.63
14, 95.5, 2.61
14, 98.5, 2.58
14, 98.5, 2.58
14, 86.4, 2.33
14, 97.0, 2.30
14, 98.5, 2.28
14, 83.3, 2.40
14, us., 2.43
14, 98.5, 2.41
14, us., 2.41
14, 63.1, 1.99
14, 95.4, 1.98
14, 57.6, 2.04
14, 97.0, 2.13
14, 98.5, 2.13
14, us., 2.10
14, 46.2, 1.45
15, 42.9, 1.02
16, 3.2, 1.01
17, 67.7, 1.02
17, 70.3, 1.10
18, 52.4, 1.06
18, 35.5, 0.99
19, 59.7, 1.07
19, 19.4, 0.87
20, 3.3, 0.88
21, 3.2, 0.87
22, 61.5, 0.94
22, 81.8, 1.08
22, 79.7, 1.32
22, 77.9, 1.66
22, 80.0, 1.98
22, 78.8, 2.34
22, 74.6, 2.67
22, 79.1, 3.02
22, 78.1, 3.36
22, 76.6, 3.70
22, 79.4, 4.02
22, 78.5, 4.35
22, 78.8, 4.70
22, 80.0, 5.05
22, 78.8, 5.40
22, 78.1, 5.73
22, 76.9, 6.05
22, 77.3, 6.38
22, 78.8, 6.71
22, 78.1, 7.05
22, 79.7, 7.39
22, 79.1, 7.72
22, 78.8, 8.05
22, 90.8, 8.26
22, 91.0, 8.41
22, 83.8, 8.68
22, 82.1, 8.99
22, 91.0, 9.20
22, 92.5, 9.34
22, 78.5, 9.58
22, 81.5, 9.89
22, 83.6, 10.19
22, 83.1, 10.47
22, 86.2, 10.74
22, 92.5, 10.87
22, 87.5, 11.01
22, 81.8, 11.27
22, 86.2, 11.53
22, 86.2, 11.77
22, 83.6, 12.03
22, 80.3, 12.30
22, 77.9, 12.52
22, 78.5, 12.62
22, 73.8, 12.78
22, 56.5, 12.85
22, 96.9, 12.86
22, 90.6, 12.86
22, 70.8, 12.83
22, 60.3, 12.45
22, 38.8, 11.63
22, 36.9, 10.72
22, 62.1, 8.93
22, 55.2, 6.98
22, 76.9, 5.86
22, 80.3, 5.35
22, 76.6, 4.55
