query_id,cpu_used(%),ram_used(gb),time(ms)
1,59.7,0.89,130.0
2,90.77,0.88,744.0
3,69.8,0.88,228.0
4,73.48,1.54,4280.0
5,48.57,1.06,575.0
6,33.9,0.9,253.0
7,68.25,1.09,481.0
8,32.25,1.02,261.0
9,83.35,1.19,1276.0
10,33.85,1.16,232.0
11,80.61,1.35,2678.0
12,3.2,0.81,
13,65.3,0.89,651.0
14,85.38,2.1,4783.5
15,42.9,1.02,108.0
16,3.2,1.01,
17,69.0,1.06,412.0
18,43.95,1.02,344.0
19,39.55,0.97,302.0
20,3.3,0.88,
21,3.2,0.87,
22,76.1,7.68,16674.0
23,86.01,2.25,4834.5
24,49.73,1.43,413.0
25,54.8,1.21,136.0
26,26.2,1.11,254.0
27,45.0,1.03,516.0
28,80.18,0.99,1243.0
29,65.85,1.1,462.0
30,54.1,0.98,128.0
31,71.25,1.1,425.0
32,1.6,0.96,
33,38.1,1.08,324.0
34,46.1,1.06,305.0
35,57.83,1.08,574.0
36,44.33,1.12,1347.0
37,1.6,0.7,
38,77.47,0.88,705.0
39,78.32,1.08,479.0
40,3.2,0.97,
41,11.5,0.97,30.0
42,68.8,1.07,204.0
43,76.95,1.06,409.0
44,39.85,1.02,256.0
45,52.4,1.04,143.0
46,59.23,1.05,612.0
47,72.02,1.07,1198.0
48,57.67,0.95,598.0
49,53.25,1.05,470.0
50,55.17,1.06,553.0
51,86.56,1.57,3944.0
52,62.5,0.99,199.0
53,37.35,1.0,287.0
54,35.95,1.08,288.0
55,60.6,1.13,186.0
56,47.7,0.94,363.0
57,55.43,0.88,565.0
58,27.8,1.04,244.0
59,84.76,1.1,1311.0
60,47.3,1.18,363.0
61,73.7,1.29,472.0
62,83.1,1.14,172.0
63,32.55,1.12,271.0
64,71.45,1.27,1539.0
65,73.88,1.25,1236.0
66,27.0,1.1,226.0
67,83.15,3.23,10898.0
68,41.33,1.27,553.0
69,24.2,0.99,51.0
70,56.8,1.01,560.0
71,40.95,1.02,305.0
72,56.9,1.11,708.0
73,42.35,1.0,295.0
74,64.9,1.24,1920.0
75,61.54,1.11,1098.0
76,42.73,1.07,495.0
77,1.6,0.9,
78,74.13,1.52,2719.0
79,51.8,1.12,542.0
80,3.2,1.18,
81,58.1,1.24,197.0
82,4.8,1.15,
83,28.6,1.13,59.0
84,41.3,1.11,74.0
85,38.2,1.15,282.0
86,70.3,1.12,146.0
87,81.7,1.2,767.0
88,88.35,1.27,1014.0
89,51.1,1.02,330.0
90,38.1,0.96,67.0
91,23.8,0.95,46.0
92,3.2,0.95,
93,60.3,1.04,154.0
94,3.2,0.91,
95,4.8,0.91,
96,68.3,0.98,174.0
97,80.85,1.05,983.0
98,3.2,0.95,
99,81.8,0.97,256.0
