query_id, cpu_used(%), ram_used(gb)
01, 53.2, 1.02
02, 86.2, 1.03
02, 60.9, 1.04
03, 57.1, 0.96
04, 58.1, 0.96
04, 59.4, 0.96
04, 72.3, 1.03
04, 59.7, 1.16
04, 69.8, 1.17
04, 61.5, 1.17
04, 62.5, 1.25
04, 75.8, 1.25
04, 72.6, 1.26
04, 42.9, 1.01
05, 63.5, 1.09
05, 9.8, 0.91
06, 45.2, 0.90
07, 63.5, 0.98
07, 38.7, 0.82
08, 61.9, 0.92
09, 71.9, 0.92
09, 98.5, 0.92
09, 12.5, 0.93
10, 59.7, 0.98
11, 54.0, 1.03
11, 62.5, 1.11
11, 75.0, 1.14
11, 66.7, 1.16
11, 85.9, 1.19
11, 73.4, 1.24
11, 41.9, 1.01
12, 3.2, 1.01
13, 65.6, 1.05
13, 39.3, 1.14
14, 75.8, 1.16
14, 81.8, 1.21
14, 84.8, 1.33
14, 97.0, 1.59
14, 98.5, 1.59
14, 98.5, 1.59
14, 86.8, 1.59
14, 95.5, 1.62
14, 98.5, 1.62
14, 89.2, 1.62
14, 95.5, 1.65
14, 98.5, 1.76
14, 84.8, 1.72
14, 88.7, 1.65
14, 98.5, 1.71
14, 76.9, 1.48
15, 16.1, 1.17
16, 3.2, 1.17
17, 65.6, 1.18
18, 59.7, 1.07
19, 62.1, 1.01
20, 3.1, 1.01
21, 3.1, 0.99
22, 66.2, 1.03
22, 86.2, 1.18
22, 80.3, 1.33
22, 77.3, 1.65
22, 80.0, 1.99
22, 80.0, 2.33
22, 79.7, 2.66
22, 82.8, 2.98
22, 80.0, 3.31
22, 77.9, 3.65
22, 81.5, 4.00
22, 80.6, 4.33
22, 78.5, 4.67
22, 66.2, 4.96
22, 98.4, 4.96
22, 89.7, 4.96
22, 76.5, 4.96
22, 3.2, 3.32
22, 1.6, 1.38
23, 78.1, 1.38
23, 89.4, 1.39
23, 84.8, 1.45
23, 86.2, 1.50
23, 87.7, 1.62
23, 92.6, 1.69
23, 98.5, 1.69
23, 98.5, 1.69
23, 95.5, 1.69
23, 92.3, 1.70
23, us., 1.71
23, 92.8, 1.75
23, 88.1, 1.82
23, us., 1.82
23, 98.5, 1.82
23, 75.0, 1.62
24, 61.3, 1.06
24, 34.9, 0.98
25, 32.3, 0.99
26, 49.2, 0.97
27, 63.5, 1.08
27, 40.6, 1.05
28, 68.3, 1.10
28, us., 1.10
28, 46.2, 1.08
29, 63.1, 1.12
29, 0.0, 0.96
30, 35.5, 0.98
31, 63.1, 1.02
31, 0.0, 0.89
32, 3.2, 0.89
33, 61.5, 1.01
34, 75.0, 0.94
35, 68.8, 0.98
35, 23.4, 0.94
36, 64.6, 0.98
36, 40.3, 1.07
36, 19.7, 0.82
37, 1.6, 0.82
38, 71.9, 0.86
38, 40.6, 0.90
39, 71.9, 0.96
39, 70.5, 0.86
40, 3.2, 0.85
41, 6.5, 0.86
42, 42.9, 0.91
43, 80.0, 0.93
43, 0.0, 0.87
44, 77.4, 0.89
45, 27.4, 0.89
46, 69.8, 0.89
46, 29.0, 0.86
47, 73.8, 0.89
47, 84.4, 1.03
47, 90.8, 1.07
48, 70.5, 0.85
48, 32.8, 0.92
49, 60.3, 1.02
50, 76.9, 0.97
50, 9.5, 1.00
51, 73.4, 1.07
51, 90.8, 1.15
51, 92.6, 1.16
51, 90.8, 1.20
51, 81.5, 1.27
51, 89.2, 1.28
51, 90.8, 1.28
52, 46.8, 0.90
53, 65.6, 0.98
54, 63.5, 0.98
55, 47.5, 0.86
56, 56.9, 1.04
57, 71.4, 1.07
57, 6.3, 1.08
58, 52.4, 1.04
59, 84.4, 1.05
59, 95.5, 1.08
59, 42.2, 0.97
60, 61.3, 1.08
61, 14.5, 0.93
62, 54.0, 0.96
63, 65.6, 0.99
64, 63.1, 1.01
64, 87.7, 1.07
64, 38.1, 0.92
65, 72.3, 0.97
65, 98.5, 1.03
65, 0.0, 1.03
66, 48.4, 1.06
67, 70.8, 1.07
67, 83.6, 1.13
67, 86.4, 1.23
67, 87.9, 1.37
67, 87.9, 1.50
67, 86.4, 1.69
67, 86.6, 1.90
67, 86.4, 2.09
67, 85.1, 2.30
67, 85.1, 2.51
67, 98.5, 2.59
67, 98.5, 2.60
67, 94.0, 2.60
67, 90.9, 2.66
67, 79.1, 2.74
67, 87.9, 2.85
67, 76.9, 2.91
67, 25.0, 1.59
68, 64.6, 1.32
68, 8.1, 1.13
69, 68.3, 1.19
70, 72.7, 1.22
70, 1.6, 1.09
71, 65.1, 1.14
72, 57.8, 1.14
72, 40.3, 0.98
73, 73.0, 1.05
74, 53.0, 1.07
74, 48.4, 1.11
74, 61.9, 1.12
74, 66.2, 1.12
74, 17.5, 0.87
75, 66.1, 0.95
75, 71.4, 1.07
75, 4.8, 1.06
76, 66.1, 1.11
76, 1.6, 0.94
77, 3.2, 0.94
78, 69.2, 1.05
78, 85.7, 1.15
78, 86.4, 1.33
78, 86.8, 1.49
78, 73.0, 1.17
79, 73.0, 1.22
79, 0.0, 1.08
80, 3.2, 1.08
81, 38.7, 1.09
82, 3.2, 1.08
83, 19.4, 1.09
84, 22.6, 1.10
85, 58.7, 1.13
86, 41.9, 1.15
87, 73.8, 1.15
87, 67.2, 1.13
88, 66.7, 1.14
88, us., 1.14
89, 68.3, 1.15
90, 22.6, 1.05
91, 22.6, 1.04
92, 4.8, 1.04
93, 69.8, 1.07
93, 92.4, 1.09
93, 1.6, 0.97
94, 30.6, 0.99
95, 3.2, 0.99
96, 42.9, 0.93
97, 71.9, 0.95
97, 96.9, 0.98
98, 3.2, 0.83
99, 77.8, 0.83
