query_id,cpu_used(%),ram_used(gb),time(ms)
1,53.2,1.02,114.0
2,86.2,1.04,380.0
3,57.1,0.96,112.0
4,75.8,1.26,2610.0
5,63.5,1.09,283.0
6,45.2,0.9,133.0
7,63.5,0.98,361.0
8,61.9,0.92,159.0
9,98.5,0.93,593.0
10,59.7,0.98,127.0
11,85.9,1.24,1748.0
12,3.2,1.01,
13,65.6,1.14,343.0
14,98.5,1.76,2266.0
15,16.1,1.17,66.0
16,3.2,1.17,
17,65.6,1.18,213.0
18,59.7,1.07,188.0
19,62.1,1.01,163.0
20,3.1,1.01,
21,3.1,0.99,
22,98.4,4.96,4971.0
23,98.5,1.82,2259.5
24,61.3,1.06,162.5
25,32.3,0.99,69.0
26,49.2,0.97,117.0
27,63.5,1.08,367.0
28,68.3,1.1,634.0
29,63.1,1.12,226.0
30,35.5,0.98,91.0
31,63.1,1.02,229.0
32,3.2,0.89,
33,61.5,1.01,169.0
34,75.0,0.94,163.0
35,68.8,0.98,302.0
36,64.6,1.07,631.0
37,1.6,0.82,
38,71.9,0.9,339.0
39,71.9,0.96,195.0
40,3.2,0.85,
41,6.5,0.86,20.0
42,42.9,0.91,92.0
43,80.0,0.93,244.0
44,77.4,0.89,129.0
45,27.4,0.89,84.0
46,69.8,0.89,356.0
47,90.8,1.07,732.0
48,70.5,0.92,320.0
49,60.3,1.02,209.0
50,76.9,1.0,293.0
51,92.6,1.28,1918.0
52,46.8,0.9,99.0
53,65.6,0.98,134.0
54,63.5,0.98,143.0
55,47.5,0.86,99.0
56,56.9,1.04,182.0
57,71.4,1.08,263.0
58,52.4,1.04,124.0
59,95.5,1.08,662.0
60,61.3,1.08,191.0
61,14.5,0.93,25.0
62,54.0,0.96,93.0
63,65.6,0.99,146.0
64,87.7,1.07,645.0
65,98.5,1.03,544.0
66,48.4,1.06,114.0
67,98.5,2.91,5034.0
68,64.6,1.32,277.0
69,68.3,1.19,138.0
70,72.7,1.22,279.0
71,65.1,1.14,148.0
72,57.8,1.14,327.0
73,73.0,1.05,153.0
74,66.2,1.12,1148.0
75,71.4,1.07,547.0
76,66.1,1.11,236.0
77,3.2,0.94,
78,86.8,1.49,1279.0
79,73.0,1.22,238.0
80,3.2,1.08,
81,38.7,1.09,134.0
82,3.2,1.08,
83,19.4,1.09,36.0
84,22.6,1.1,49.0
85,58.7,1.13,134.0
86,41.9,1.15,76.0
87,73.8,1.15,385.0
88,66.7,1.14,517.0
89,68.3,1.15,168.0
90,22.6,1.05,37.0
91,22.6,1.04,41.0
92,4.8,1.04,
93,92.4,1.09,540.0
94,30.6,0.99,66.0
95,3.2,0.99,
96,42.9,0.93,82.0
97,96.9,0.98,454.0
98,3.2,0.83,
99,77.8,0.83,127.0
