query_id,time(ms)
1,44.5
2,51.0
3,71.5
4,64.0
5,65.5
6,26.5
7,88.0
8,63.5
9,152.5
10,145.5
11,19.0
12,49.0
13,97.5
14,86.0
15,50.0
16,60.0
17,53.5
18,109.5
19,126.5
20,55.5
21,184.0
22,52.0
