query_id,real_time(s),user_time(s),sys_time(s)
1,2.492,8.796349,0.886672
2,0.299,0.920729,0.103245
3,2.113,6.999281,1.059062
4,1.813,6.184695,0.728824
5,2.194,7.325786,1.131417
6,0.742,1.954186,0.902808
7,2.428,7.848456,1.451852
8,2.128,6.740049,1.424404
9,5.913,19.635956,2.931017
10,2.962,9.635405,1.604033
11,0.264,0.874642,0.139133
12,1.394,4.514095,0.859068
13,4.467,16.129165,1.054557
14,1.147,3.205175,1.126069
15,1.681,5.390313,1.112805
16,0.807,2.779776,0.292082
17,2.429,8.511283,0.910182
18,3.751,12.983953,1.40316
19,2.094,6.522116,1.457251
20,1.426,4.233014,1.23843
21,5.193,18.565937,1.334564
22,0.9,3.260045,0.155049
