query_id,cpu_used(%),ram_used(gb),time(ms)
1,56.9,1.14,358.0
2,78.5,1.16,1467.0
3,63.3,1.03,398.0
4,64.11,2.31,9635.0
5,69.46,1.31,1210.0
6,53.15,1.2,451.0
7,58.15,1.34,904.0
8,64.85,1.19,456.0
9,80.78,1.28,2534.0
10,63.85,1.16,389.0
11,64.95,1.95,6230.0
12,3.2,0.99,
13,74.38,1.4,1278.0
14,86.3,3.05,8986.0
15,36.5,1.04,93.0
16,4.8,1.04,
17,51.82,1.13,766.0
18,52.0,0.88,373.0
19,47.03,1.06,560.0
20,4.7,1.0,
21,3.2,1.0,
22,80.27,0.99,691.0
23,89.55,3.13,7884.5
24,81.78,1.5,667.5
25,51.52,1.15,755.0
26,71.9,1.04,170.0
27,64.28,1.29,937.0
28,83.04,1.24,2456.0
29,56.53,1.19,865.0
30,42.9,1.06,149.0
31,73.87,1.29,777.0
32,3.2,0.9,
33,46.3,1.11,597.0
34,56.8,0.98,600.0
35,56.65,1.11,814.0
36,66.22,1.26,1165.0
37,3.2,0.91,
38,78.7,1.05,1229.0
39,58.7,0.9,88.0
40,3.2,0.9,
41,6.5,0.89,13.0
42,64.3,0.98,392.0
43,73.53,1.01,942.0
44,87.15,1.12,510.0
45,29.85,1.17,256.0
46,52.13,1.33,1354.0
47,75.33,1.5,2292.0
48,64.26,1.21,1139.0
49,50.02,1.24,802.0
50,67.92,1.17,1135.0
51,83.96,1.6,4462.0
52,60.15,0.94,377.0
53,68.65,1.23,478.0
54,46.73,1.24,519.0
55,63.45,1.14,395.0
56,51.17,1.26,613.0
57,88.35,1.05,506.0
58,61.35,1.23,419.0
59,91.81,1.19,2485.0
60,63.6,1.29,671.0
61,14.5,0.86,27.0
62,61.05,0.89,343.0
63,67.2,1.1,471.0
64,79.5,1.5,2442.0
65,77.1,1.49,2091.0
66,60.6,1.16,370.0
67,84.21,3.9,13917.0
68,59.36,1.3,1041.0
69,21.0,0.95,43.0
70,81.8,1.22,1073.0
71,51.57,1.13,586.0
72,46.6,1.33,925.0
73,53.43,1.4,573.0
74,60.86,1.79,4074.0
75,72.41,1.59,2191.0
76,59.95,1.2,907.0
77,3.2,0.96,
78,78.95,2.38,5353.0
79,77.05,1.38,1020.9999999999999
80,3.2,0.99,
81,53.0,1.03,225.0
82,3.2,1.03,
83,40.3,1.08,79.0
84,55.6,1.1,100.0
85,69.4,1.29,473.0
86,79.7,1.23,237.0
87,74.18,1.23,1396.0
88,77.26,1.07,1986.0
89,56.97,1.1,623.0
90,69.8,1.09,129.0
91,27.4,1.1,52.0
92,3.2,1.1,
93,42.0,1.22,306.0
94,3.2,1.21,
95,1.6,1.21,
96,57.9,1.14,347.0
97,78.47,1.32,2082.0
98,3.2,0.93,
99,90.65,0.95,476.0
