query_id,cpu_used(%),ram_used(gb),time(ms)
1,71.9,1.2,358.0
2,95.5,1.23,1467.0
3,67.2,1.15,398.0
4,98.5,2.87,9635.0
5,98.5,1.74,1210.0
6,64.1,1.29,451.0
7,72.7,1.63,904.0
8,69.4,1.3,456.0
9,98.5,1.36,2534.0
10,67.7,1.21,389.0
11,98.5,2.21,6230.0
12,3.2,0.99,
13,79.7,1.79,1278.0
14,98.5,4.12,8986.0
15,36.5,1.04,93.0
16,4.8,1.04,
17,73.0,1.39,766.0
18,54.0,0.94,373.0
19,71.0,1.24,560.0
20,4.7,1.0,
21,3.2,1.0,
22,98.5,1.02,691.0
23,98.5,4.12,7884.5
24,98.5,1.5,667.5
25,73.0,1.53,755.0
26,71.9,1.04,170.0
27,75.0,1.56,937.0
28,98.5,1.31,2456.0
29,78.5,1.42,865.0
30,42.9,1.06,149.0
31,79.1,1.49,777.0
32,3.2,0.9,
33,66.7,1.41,597.0
34,82.1,1.14,600.0
35,87.9,1.23,814.0
36,86.2,1.52,1165.0
37,3.2,0.91,
38,95.4,1.24,1229.0
39,58.7,0.9,88.0
40,3.2,0.9,
41,6.5,0.89,13.0
42,68.3,0.99,392.0
43,87.9,1.1,942.0
44,98.5,1.12,510.0
45,58.1,1.18,256.0
46,79.7,1.61,1354.0
47,96.9,1.97,2292.0
48,83.3,1.53,1139.0
49,71.0,1.61,802.0
50,89.2,1.41,1135.0
51,97.0,1.95,4462.0
52,67.2,0.98,377.0
53,73.4,1.37,478.0
54,73.0,1.45,519.0
55,65.6,1.18,395.0
56,67.2,1.49,613.0
57,95.5,1.06,506.0
58,65.6,1.34,419.0
59,97.0,1.29,2485.0
60,70.3,1.36,671.0
61,14.5,0.86,27.0
62,81.5,0.91,343.0
63,70.3,1.19,471.0
64,93.9,2.07,2442.0
65,98.5,1.78,2091.0
66,63.1,1.21,370.0
67,98.5,6.43,13917.0
68,77.6,1.67,1041.0
69,21.0,0.95,43.0
70,98.5,1.3,1073.0
71,78.5,1.26,586.0
72,59.4,1.45,925.0
73,81.0,1.46,573.0
74,95.5,1.95,4074.0
75,97.0,2.14,2191.0
76,75.8,1.56,907.0
77,3.2,0.96,
78,98.5,3.44,5353.0
79,81.5,1.52,1020.9999999999999
80,3.2,0.99,
81,53.0,1.03,225.0
82,3.2,1.03,
83,40.3,1.08,79.0
84,55.6,1.1,100.0
85,78.8,1.37,473.0
86,79.7,1.23,237.0
87,95.3,1.34,1396.0
88,98.5,1.1,1986.0
89,77.3,1.2,623.0
90,69.8,1.09,129.0
91,27.4,1.1,52.0
92,3.2,1.1,
93,57.4,1.23,306.0
94,3.2,1.21,
95,1.6,1.21,
96,69.8,1.25,347.0
97,98.5,1.61,2082.0
98,3.2,0.93,
99,96.9,0.95,476.0
