query_id,real_time(s),user_time(s),sys_time(s)
1,0.358,0.975058,0.164808
2,1.467,5.409305,0.271884
3,0.398,1.128747,0.407182
4,9.635,24.689688,2.209819
5,1.21,3.699167,0.909644
6,0.451,1.058643,0.366915
7,0.904,2.555059,0.889392
8,0.456,1.23594,0.395228
9,2.534,9.325901,0.507877
10,0.389,1.183195,0.248048
11,6.23,15.899813,1.547821
13,1.278,3.918665,0.948691
14,10.575,36.938232,3.155767
15,0.093,0.197268,0.03456
17,0.766,2.179553,0.66997
18,0.373,0.956684,0.272848
19,0.56,1.479993,0.596689
22,0.691,2.565884,0.044146
23,7.905,27.374429,3.063437
24,0.802,2.336791,0.718942
25,0.755,2.084955,0.752041
26,0.17,0.489348,0.109672
27,0.937,2.676254,0.864373
28,2.456,8.993955,0.519894
29,0.865,2.557355,0.710557
30,0.149,0.291393,0.065556
31,0.777,2.337213,0.616609
33,0.597,1.518922,0.76719
34,0.6,1.889596,0.404871
35,0.814,2.465377,0.350105
36,1.165,3.829959,0.662538
38,1.229,4.349787,0.38142
39,0.094,0.243832,0.041325
41,0.013,0.014745,0.004745
42,0.392,1.112295,0.399844
43,0.942,3.239212,0.412093
44,0.51,1.873208,0.094604
45,0.256,0.570524,0.180525
46,1.354,3.435924,0.763418
47,2.292,7.741118,1.057808
48,1.139,3.664397,0.669013
49,0.802,2.174276,0.88352
50,1.135,3.860049,0.520282
51,4.462,15.545219,1.298282
52,0.377,1.058542,0.391564
53,0.478,1.342838,0.483567
54,0.519,1.438599,0.517338
55,0.395,1.124681,0.402519
56,0.613,1.643873,0.70529
57,0.506,1.836227,0.092682
58,0.419,1.069126,0.53096
59,2.485,9.203316,0.388778
60,0.671,1.82686,0.752993
61,0.027,0.066196,0.019084
62,0.343,1.210823,0.105526
63,0.471,1.297692,0.490028
64,2.442,7.929067,1.220195
65,2.091,7.193916,0.880975
66,0.37,1.102002,0.305116
67,13.917,47.551261,6.035703
68,1.041,3.077863,0.893909
69,0.043,0.111058,0.019969
70,1.073,3.729231,0.383971
71,0.586,1.664578,0.537251
72,0.925,2.107269,0.431076
73,0.573,1.79009,0.389106
74,4.074,10.142403,1.194627
75,2.191,6.962276,1.211407
76,0.907,2.543148,0.956147
78,5.353,18.140407,2.340691
79,1.021,3.168078,0.701159
81,0.225,0.557578,0.080975
83,0.079,0.227773,0.067669
84,0.1,0.325332,0.02807
85,0.473,1.348331,0.361329
86,0.237,0.826099,0.083188
87,1.396,4.978931,0.40479
88,1.986,7.334953,0.307291
89,0.623,1.879963,0.500333
90,0.129,0.411489,0.091143
91,0.052,0.132177,0.019909
93,0.306,0.820126,0.187419
96,0.347,1.057618,0.284548
97,2.082,7.225271,0.77648
99,0.476,1.764415,0.076279
