query_id, cpu_used(%), ram_used(gb)
65, 95.4, 1.78
65, 38.1, 1.05
66, 63.1, 1.12
66, 58.1, 1.21
67, 69.7, 1.26
67, 86.6, 1.36
67, 89.6, 1.45
67, 88.2, 1.53
67, 85.9, 1.62
67, 86.8, 1.72
67, 88.1, 1.86
67, 89.2, 1.98
67, 88.2, 2.16
67, 87.9, 2.33
67, 89.4, 2.50
67, 90.6, 2.65
67, 86.4, 2.84
67, 89.2, 3.02
67, 89.4, 3.17
67, 87.9, 3.35
67, 89.4, 3.54
67, 88.9, 3.69
67, 88.2, 3.86
67, 90.6, 4.04
67, 86.6, 4.21
67, 89.4, 4.38
67, 87.9, 4.54
67, 89.2, 4.71
67, 87.9, 4.89
67, 89.4, 5.07
67, 88.1, 5.25
67, 88.1, 5.41
67, 86.6, 5.60
67, 88.2, 5.77
67, 89.2, 5.95
67, 90.9, 6.12
67, 87.7, 6.29
67, 83.6, 6.42
67, 98.5, 6.42
67, 92.3, 6.43
67, 83.6, 6.43
67, 89.4, 6.43
67, 75.0, 6.06
67, 72.3, 4.98
67, 90.9, 3.92
67, 83.1, 3.68
67, 81.8, 3.63
67, 83.1, 3.63
67, 95.5, 3.63
67, 87.9, 3.63
67, 75.0, 3.63
67, 33.3, 2.79
67, 1.6, 1.20
68, 65.6, 1.20
68, 77.6, 1.29
68, 75.8, 1.43
68, 76.2, 1.67
68, 1.6, 0.93
69, 21.0, 0.95
70, 68.8, 1.03
70, 78.1, 1.23
70, us., 1.30
70, 98.5, 1.30
71, 61.9, 1.03
71, 78.5, 1.26
71, 14.3, 1.10
72, 50.8, 1.19
72, 59.4, 1.41
72, 22.2, 1.45
72, 54.0, 1.26
73, 71.2, 1.35
73, 81.0, 1.46
73, 8.1, 1.39
74, 67.2, 1.43
74, 52.4, 1.43
74, 73.8, 1.49
74, 74.6, 1.59
74, 33.3, 1.82
74, 78.1, 1.85
74, 49.2, 1.86
74, 50.0, 1.86
74, 65.2, 1.93
74, 73.1, 1.93
74, 95.5, 1.94
74, 32.8, 1.94
74, 67.7, 1.94
74, 50.8, 1.95
74, 49.2, 1.89
75, 67.2, 1.15
75, 74.6, 1.26
75, 75.0, 1.38
75, 79.1, 1.60
75, 77.4, 1.87
75, 95.5, 1.97
75, 97.0, 2.09
75, 85.9, 2.14
75, 0.0, 0.87
76, 65.6, 1.01
76, 75.8, 1.26
76, 66.7, 1.56
76, 31.7, 0.96
77, 3.2, 0.96
78, 58.1, 1.02
78, 85.1, 1.23
78, 81.2, 1.40
78, us., 1.40
78, 82.4, 1.47
78, 81.8, 1.65
78, 63.1, 1.88
78, 91.0, 1.96
78, 83.3, 2.21
78, 80.0, 2.47
78, 82.1, 2.72
78, 83.3, 2.99
78, 80.6, 3.25
78, 88.1, 3.44
78, us., 3.44
78, 97.0, 3.44
78, 98.5, 3.44
78, 92.5, 3.44
78, 14.1, 2.41
79, 71.4, 1.31
79, 81.5, 1.30
79, 79.1, 1.37
79, 76.2, 1.52
80, 3.2, 0.99
81, 53.0, 1.03
82, 3.2, 1.03
83, 40.3, 1.08
84, 55.6, 1.10
85, 60.0, 1.21
85, 78.8, 1.37
86, 79.7, 1.23
87, 75.4, 1.25
87, 95.3, 1.27
87, 90.9, 1.29
87, 89.6, 1.32
87, 93.9, 1.34
87, 0.0, 0.90
88, 60.9, 0.99
88, 85.9, 1.09
88, 98.5, 1.10
88, 98.5, 1.10
88, 98.5, 1.10
88, 98.5, 1.10
88, us., 1.10
88, 0.0, 0.96
89, 68.2, 1.05
89, 77.3, 1.20
89, 25.4, 1.05
90, 69.8, 1.09
91, 27.4, 1.10
92, 3.2, 1.10
93, 57.4, 1.21
93, 26.6, 1.23
94, 3.2, 1.21
95, 1.6, 1.21
96, 69.8, 1.25
96, 46.0, 1.03
97, 74.2, 1.09
97, 84.8, 1.20
97, 88.1, 1.28
97, 97.0, 1.31
97, 69.2, 1.57
97, 98.5, 1.61
97, 98.5, 1.61
97, 17.5, 0.93
98, 3.2, 0.93
99, 84.4, 0.95
99, 96.9, 0.95
