query_id, cpu_used(%), ram_used(gb)
01, 71.9, 1.20
01, 41.9, 1.09
02, 84.4, 1.10
02, 95.5, 1.14
02, 93.8, 1.17
02, 95.5, 1.20
02, 95.5, 1.23
02, 6.3, 1.10
03, 67.2, 1.15
03, 59.4, 0.92
04, 59.4, 0.94
04, 66.1, 1.08
04, 50.0, 1.09
04, 50.0, 1.31
04, 78.1, 1.39
04, 49.2, 1.40
04, 50.0, 1.43
04, 81.5, 1.47
04, 73.8, 1.84
04, 70.3, 2.21
04, 47.6, 2.54
04, 73.4, 2.68
04, 75.0, 2.68
04, 75.0, 2.68
04, 76.2, 2.68
04, 75.0, 2.69
04, 76.2, 2.69
04, 75.0, 2.69
04, 50.8, 2.69
04, 70.3, 2.59
04, 50.8, 2.59
04, 93.8, 2.59
04, 98.5, 2.59
04, 14.3, 2.71
04, 79.4, 2.84
04, 74.6, 2.85
04, 50.0, 2.85
04, 50.0, 2.85
04, 50.8, 2.86
04, 46.0, 2.87
04, 87.1, 2.72
04, 70.3, 2.81
04, 76.6, 2.81
04, 74.6, 2.77
04, 68.2, 2.76
04, 0.0, 0.94
05, 64.5, 1.02
05, 71.0, 1.22
05, 65.7, 1.60
05, 98.5, 1.74
05, 47.6, 0.98
06, 64.1, 1.10
06, 42.2, 1.29
07, 64.1, 1.27
07, 71.6, 1.46
07, 72.7, 1.63
07, 24.2, 1.02
08, 60.3, 1.08
08, 69.4, 1.30
09, 74.6, 1.00
09, 69.2, 1.24
09, 90.8, 1.36
09, 98.5, 1.36
09, us., 1.36
09, 98.5, 1.36
09, 98.4, 1.36
09, 98.5, 1.36
09, 98.5, 1.36
09, 0.0, 1.04
10, 67.7, 1.10
10, 60.0, 1.21
11, 63.1, 1.27
11, 56.9, 1.32
11, 70.8, 1.36
11, 71.9, 1.55
11, 72.7, 1.79
11, 35.5, 1.93
11, 85.7, 2.03
11, 75.0, 2.04
11, 74.6, 2.05
11, 74.6, 2.06
11, 75.0, 2.07
11, 50.0, 2.07
11, 88.9, 2.09
11, 74.6, 2.17
11, 60.0, 2.17
11, 98.5, 2.17
11, 30.3, 2.16
11, 73.8, 2.17
11, 74.6, 2.18
11, 50.0, 2.18
11, 50.0, 2.19
11, 50.8, 2.21
11, 36.5, 1.65
12, 3.2, 0.99
13, 64.6, 1.08
13, 79.7, 1.22
13, 76.9, 1.35
13, 78.8, 1.57
13, 71.9, 1.79
14, 65.6, 1.11
14, 72.3, 1.37
14, us., 1.37
14, 88.2, 1.43
14, 80.9, 1.63
14, 82.1, 1.76
14, 82.1, 1.98
14, 80.3, 2.25
14, 80.9, 2.65
14, 85.1, 2.92
14, 64.6, 3.45
14, 56.7, 4.12
14, us., 4.12
14, 98.5, 4.12
14, us., 4.12
14, us., 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, us., 4.12
14, us., 4.12
14, us., 4.12
14, 96.9, 4.12
14, 89.4, 3.46
14, 92.3, 3.45
14, 67.7, 3.34
14, 78.8, 3.57
14, us., 3.64
14, 98.5, 3.52
14, 98.5, 3.52
14, 98.5, 3.51
14, us., 3.51
14, 97.1, 3.51
14, 68.8, 2.87
14, 98.5, 2.69
14, us., 2.69
14, 98.5, 2.68
14, 98.5, 2.66
14, 96.9, 2.64
14, 86.2, 2.70
14, 73.8, 2.94
14, us., 3.06
14, 97.0, 3.05
14, us., 3.04
14, 98.5, 3.04
14, 98.5, 3.04
14, us., 3.04
14, 95.3, 3.03
14, 84.6, 2.49
14, 98.5, 2.49
14, 92.4, 2.53
14, 38.5, 2.77
14, 91.0, 2.81
14, 97.0, 2.81
14, 98.5, 2.81
14, 98.5, 2.81
14, us., 2.81
14, us., 2.81
14, us., 2.81
14, 12.7, 1.10
15, 36.5, 1.04
16, 4.8, 1.04
17, 64.6, 1.10
17, 73.0, 1.20
17, 69.7, 1.39
17, 0.0, 0.83
18, 50.0, 0.94
18, 54.0, 0.81
19, 63.5, 0.95
19, 71.0, 1.24
19, 6.6, 1.00
20, 4.7, 1.00
21, 3.2, 1.00
22, 78.8, 1.02
22, 98.5, 1.02
22, 63.5, 0.94
23, 71.9, 1.03
23, 84.8, 1.18
23, 83.6, 1.36
23, 81.5, 1.55
23, 83.3, 1.73
23, 83.3, 1.92
23, 85.1, 2.17
23, 83.3, 2.40
23, 86.6, 2.64
23, 86.4, 2.88
23, 83.1, 3.12
23, 86.2, 3.36
23, 92.4, 3.49
23, 92.5, 3.61
23, 92.5, 3.71
23, 90.9, 3.83
23, 98.5, 3.90
23, 97.0, 3.90
23, 93.9, 3.90
23, 97.0, 3.90
23, 93.9, 3.90
23, 88.1, 3.77
23, 80.3, 3.37
23, us., 3.19
23, 98.5, 3.19
23, 98.5, 3.19
23, 78.5, 3.16
23, us., 2.76
23, 98.5, 2.76
23, 97.1, 2.72
23, 98.5, 2.72
23, 89.2, 2.72
23, 89.6, 2.72
23, 89.7, 2.72
23, 86.2, 2.72
23, 91.0, 2.78
23, 87.9, 2.91
23, 89.1, 3.11
23, 85.1, 3.30
23, 88.1, 3.50
23, 89.2, 3.68
23, 86.6, 3.89
23, 89.1, 4.11
23, 98.5, 4.12
23, 98.5, 4.12
23, us., 4.11
23, 98.5, 4.11
23, 85.1, 4.12
23, 98.5, 4.12
23, 95.5, 3.64
23, 98.5, 3.61
23, 93.8, 2.98
23, 97.0, 2.98
23, 56.9, 2.41
24, 63.5, 1.50
24, 74.2, 1.50
24, 74.2, 1.50
24, 98.5, 1.50
24, 98.5, 1.50
25, 60.3, 0.92
25, 71.2, 1.21
25, 73.0, 1.53
25, 1.6, 0.95
26, 71.9, 1.04
27, 65.6, 1.05
27, 75.0, 1.31
27, 73.0, 1.56
27, 43.5, 1.24
28, 68.3, 0.99
28, 76.1, 1.21
28, 93.8, 1.31
28, us., 1.31
28, us., 1.31
28, us., 1.31
28, us., 1.31
28, 98.5, 1.31
28, 78.5, 1.08
29, 60.9, 1.08
29, 75.4, 1.24
29, 78.5, 1.42
29, 11.3, 1.01
30, 42.9, 1.06
31, 65.6, 1.10
31, 79.1, 1.27
31, 76.9, 1.49
32, 3.2, 0.90
33, 60.9, 1.05
33, 66.7, 1.41
33, 11.3, 0.86
34, 71.9, 0.96
34, 82.1, 1.14
34, 16.4, 0.85
35, 68.3, 0.99
35, 87.9, 1.11
35, 68.8, 1.23
35, 1.6, 1.12
36, 73.4, 1.19
36, 82.4, 1.29
36, 85.9, 1.39
36, 86.2, 1.52
36, 3.2, 0.91
37, 3.2, 0.91
38, 71.9, 0.98
38, 95.4, 1.05
38, 90.8, 1.14
38, 89.4, 1.24
38, 46.0, 0.83
39, 58.7, 0.90
40, 3.2, 0.90
41, 6.5, 0.89
42, 68.3, 0.99
42, 60.3, 0.97
43, 80.0, 0.87
43, 87.5, 0.98
43, 87.9, 1.10
43, 38.7, 1.07
44, 75.8, 1.12
44, 98.5, 1.12
45, 58.1, 1.18
45, 1.6, 1.16
46, 71.4, 1.21
46, 78.1, 1.27
46, 79.7, 1.35
46, 57.8, 1.56
46, 24.2, 1.61
46, 1.6, 0.99
47, 71.2, 1.05
47, 85.1, 1.21
47, 84.1, 1.36
47, 84.4, 1.51
47, 84.4, 1.67
47, 84.6, 1.82
47, 85.7, 1.96
47, 96.9, 1.97
47, 1.6, 0.99
48, 69.2, 1.04
48, 83.1, 1.20
48, 83.3, 1.36
48, 82.5, 1.53
48, 3.2, 0.90
49, 60.3, 1.04
49, 71.0, 1.32
49, 67.2, 1.61
49, 1.6, 0.99
50, 73.4, 1.06
50, 86.2, 1.17
50, 89.2, 1.30
50, 89.2, 1.41
50, 1.6, 0.89
51, 68.8, 1.02
51, 79.1, 1.23
51, 80.0, 1.45
51, 92.4, 1.59
51, 95.5, 1.59
51, 87.7, 1.63
51, 97.0, 1.63
51, 79.7, 1.69
51, 97.0, 1.70
51, 93.9, 1.71
51, 79.1, 1.72
51, 81.8, 1.92
51, 95.3, 1.95
51, 93.7, 1.95
51, 89.6, 1.95
51, 32.8, 0.83
52, 67.2, 0.89
52, 53.1, 0.98
53, 63.9, 1.08
53, 73.4, 1.37
54, 67.2, 1.26
54, 73.0, 1.45
54, 0.0, 1.01
55, 65.6, 1.11
55, 61.3, 1.18
56, 62.5, 1.27
56, 67.2, 1.49
56, 23.8, 1.03
57, 81.2, 1.04
57, 95.5, 1.06
58, 57.1, 1.13
58, 65.6, 1.34
59, 84.4, 1.10
59, 94.0, 1.12
59, 95.5, 1.14
59, 95.5, 1.17
59, 97.0, 1.20
59, 94.0, 1.22
59, 97.0, 1.25
59, 95.5, 1.29
59, 73.4, 1.25
60, 65.1, 1.15
60, 70.3, 1.35
60, 55.4, 1.36
61, 14.5, 0.86
62, 81.5, 0.87
62, 40.6, 0.91
63, 64.1, 1.00
63, 70.3, 1.19
64, 52.4, 1.04
64, 93.9, 1.20
64, 93.9, 1.26
64, 93.9, 1.32
64, 93.9, 1.37
64, 78.1, 1.49
64, 76.2, 1.74
64, 75.4, 1.98
64, 57.8, 2.07
65, 70.8, 1.10
65, 80.3, 1.31
65, 76.9, 1.51
65, 79.7, 1.72
65, 98.5, 1.72
65, us., 1.72
