query,time (ms)
query 1,62.0
query 2,924.0
query 3,397.0
query 4,2338.0
query 5,53.0
query 6,19.0
query 7,61.0
query 8,119.0
query 9,273.0
query 12,28.0
query 13,245.0
query 16,5080.0
query 17,1339.0
query 18,3720.0
query 19,119.0
query 20,1645.0
