query_id,time(ms)
1,43.0
2,51.0
3,70.0
4,64.0
5,67.0
6,27.0
7,111.0
8,64.0
9,151.0
10,141.0
11,19.0
12,51.0
13,99.0
14,79.0
15,48.0
16,61.0
17,57.0
18,111.0
19,146.0
20,52.0
21,160.0
22,53.0
