query_id,time(ms)
1,144.0
2,147.0
3,94.0
4,4529.0
5,222.0
6,202.0
7,195.0
8,117.0
9,320.0
10,102.0
11,2795.0
12,67.0
13,228.0
14,2476.0
15,76.0
16,44.0
17,204.0
18,201.0
19,145.0
20,44.0
21,20.0
22,165.0
23,972.0
24,178.0
25,202.0
26,71.0
27,204.0
28,306.0
29,188.0
30,114.0
31,174.0
32,23.0
33,142.0
34,127.0
35,268.0
36,184.0
37,19.0
38,215.0
39,65.0
40,128.0
41,16.0
42,83.0
43,128.0
44,166.0
45,153.0
46,310.0
47,361.0
48,204.0
49,191.0
50,168.0
51,1379.0
52,103.0
53,120.0
54,178.0
55,93.0
56,153.0
57,113.0
58,129.0
59,280.0
60,154.0
61,46.0
62,76.0
63,125.0
64,454.0
65,284.0
66,137.0
67,2338.0
68,231.0
69,121.0
70,162.0
71,129.0
72,594.0
73,122.0
74,1916.0
75,458.0
76,180.0
77,173.0
78,868.0
79,221.0
80,381.0
81,151.0
82,53.0
83,48.0
84,38.0
85,163.0
86,74.0
87,255.0
88,246.0
89,126.0
90,35.0
91,37.0
92,46.0
93,198.0
94,74.0
95,1114.0
96,70.0
97,323.0
98,123.0
99,83.0
