query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,1654.0,61.02,3.2,1.69,2.81,25.56
query 2,41963.0,97.04,0.46,6.38,6.78,25.45
query 3,365.33,48.28,12.27,4.9,6.78,25.5
query 6,693.67,50.44,0.74,4.95,6.78,25.62
query 7,325.33,55.83,4.79,4.99,6.78,26.57
query 9,533.67,62.27,0.89,5.14,6.78,25.5
query 13,300.33,56.76,0.1,5.25,6.78,25.46
query 17,1106.0,51.33,8.59,5.53,6.78,29.11
query 24,14003.33,43.97,0.17,5.56,6.78,25.6
query 25,938.0,47.92,11.05,5.56,6.78,28.62
query 26,493.67,53.51,60.72,5.61,6.78,29.8
query 29,709.67,55.71,18.03,5.7,6.78,34.91
query 30,970.0,56.32,38.06,5.75,6.78,34.56
query 33,596.33,50.14,0.8,5.74,6.78,29.87
query 34,562.67,52.12,1.76,5.77,6.78,32.82
query 41,938.33,45.76,0.08,5.76,6.79,25.49
query 42,116.67,50.47,0.0,5.75,6.79,25.64
query 43,158.0,53.71,3.0,5.78,6.79,26.18
query 46,699.67,51.61,1.76,5.81,6.79,25.45
query 48,147.33,54.18,0.42,5.82,6.79,25.46
query 50,383.33,53.47,7.8,5.82,6.79,26.67
query 52,292.33,50.5,10.0,5.87,6.79,25.53
query 53,339.0,57.98,0.33,5.83,6.79,27.08
query 54,26764.67,95.96,0.43,6.69,6.79,25.47
query 55,292.33,46.58,19.92,6.06,6.79,26.11
query 56,544.33,48.89,1.9,5.89,6.79,26.09
query 58,789.67,51.06,0.43,5.87,6.79,25.46
query 59,1668.0,56.86,8.31,5.88,6.79,27.45
query 60,325.33,51.17,0.5,5.85,6.79,25.72
query 61,437.67,48.76,8.42,5.82,6.79,27.58
query 62,150.0,49.96,0.33,5.81,6.79,32.65
query 63,199.33,55.75,2.5,5.84,6.79,26.54
query 64,1495.67,53.46,9.53,5.91,6.79,28.89
query 65,2999.67,77.09,8.51,6.12,6.79,25.97
query 68,620.33,50.17,2.08,6.03,6.79,25.74
query 71,2539.67,80.3,1.37,6.1,6.79,25.57
query 73,506.33,44.79,1.33,6.12,6.79,25.59
query 78,56489.0,93.81,3.06,10.57,8.09,25.86
query 79,1067.0,61.65,2.5,6.15,8.12,29.91
query 81,1153.0,60.19,0.95,6.18,8.12,27.75
query 83,660.33,50.96,4.0,6.19,8.12,25.68
query 89,541.67,47.0,18.67,6.19,8.12,31.1
query 91,146.67,46.51,8.0,6.19,8.12,25.66
query 93,168.0,46.4,7.33,6.19,8.12,25.63
query 96,95.67,49.29,4.0,6.19,8.12,25.63
query 99,332.33,33.87,4.0,6.18,8.12,25.65
