query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,464.33,53.65,0.0,1.29,0.1,25.46
query 2,742.33,58.73,18.0,1.55,4.11,32.4
query 3,337.67,59.27,9.0,1.98,4.11,28.12
query 4,981.33,65.72,10.33,2.1,4.11,25.74
query 5,142.0,51.39,4.0,2.1,4.11,25.87
query 6,97.33,51.73,2.0,2.04,4.11,26.56
query 7,122.33,54.24,2.33,2.06,4.11,25.54
query 8,310.33,52.92,2.33,2.08,4.11,25.73
query 9,147.0,52.32,2.0,2.08,4.11,25.42
query 10,384.0,49.87,8.33,2.16,4.11,26.91
query 12,136.0,56.22,0.0,2.12,4.11,25.45
query 13,263.67,52.05,1.0,2.1,4.11,25.55
query 16,3930.0,54.09,15.0,2.35,4.11,26.22
query 17,723.33,69.46,1.67,2.1,4.11,25.54
query 18,1565.67,86.52,10.33,2.29,4.11,26.3
query 19,124.67,60.4,8.33,2.26,4.11,25.87
query 20,1053.67,63.15,9.0,2.3,4.11,29.21
query 22,503.33,39.48,0.33,2.31,4.11,25.43
