query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,1294,54.41,0.0,1.29,0.1,25.46
query 2,1818,64.23,23.0,1.55,4.11,32.4
query 3,929,64.99,21.0,2.03,4.11,28.94
query 4,1895,66.92,13.0,2.14,4.11,25.98
query 5,350,52.14,6.0,2.15,4.11,26.31
query 6,268,55.67,6.0,2.07,4.11,28.24
query 7,302,62.22,3.0,2.08,4.11,25.6
query 8,832,60.65,7.0,2.12,4.11,26.33
query 9,345,57.97,3.0,2.11,4.11,25.46
query 10,933,50.64,12.0,2.33,4.11,27.78
query 12,353,70.03,0.0,2.23,4.11,25.64
query 13,678,56.28,3.0,2.21,4.11,25.74
query 16,4425,56.17,19.0,2.39,4.11,26.51
query 17,1718,79.85,5.0,2.14,4.11,25.64
query 18,2565,90.73,14.0,2.5,4.11,26.94
query 19,300,67.08,12.0,2.28,4.11,26.72
query 20,2510,68.17,19.0,2.51,4.11,31.77
query 22,1228,51.88,1.0,2.49,4.11,25.51
