query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,464.33,52.16,0.0,1.26,0.1,25.39
query 2,742.33,56.37,8.06,1.51,4.1,25.86
query 3,337.67,58.18,3.8,1.89,4.11,27.63
query 4,981.33,62.41,2.85,2.04,4.11,25.48
query 5,142.0,51.29,3.75,2.1,4.11,25.68
query 6,97.33,51.68,1.33,2.04,4.11,25.94
query 7,122.33,54.16,2.22,2.06,4.11,25.53
query 8,310.33,52.54,0.83,2.08,4.11,25.52
query 9,147.0,52.06,2.0,2.08,4.11,25.41
query 10,384.0,49.06,4.5,2.1,4.11,26.24
query 12,136.0,55.99,0.0,2.12,4.11,25.41
query 13,263.67,50.41,0.38,2.1,4.11,25.53
query 16,3930.0,45.19,1.09,2.28,4.11,25.44
query 17,723.33,64.94,0.33,2.09,4.11,25.47
query 18,1565.67,73.53,3.67,2.17,4.11,25.56
query 19,124.67,60.22,7.89,2.26,4.11,25.85
query 20,1053.67,60.33,2.92,2.26,4.11,26.53
query 22,503.33,34.8,0.06,2.3,4.11,25.39
