query_id,real_time(s),user_time(s),sys_time(s)
1,0.364,0.970367,0.17465
2,1.465,5.407011,0.271795
3,0.405,1.132444,0.422394
4,9.472,23.849065,2.381935
5,1.212,3.64103,0.96767
6,0.443,1.036639,0.35546
7,0.898,2.505848,0.898937
8,0.464,1.314064,0.377642
9,2.532,9.323618,0.495825
10,0.383,1.115384,0.293159
11,6.102,16.043483,1.428325
13,1.27,3.913535,0.922519
14,10.581,37.066659,3.134333
15,0.095,0.216286,0.031792
17,0.766,2.213182,0.621857
18,0.384,1.053055,0.23851
19,0.577,1.580735,0.58768
22,0.692,2.509278,0.047745
23,7.747,27.048963,2.954942
24,0.802,2.3477,0.697683
25,0.752,2.047487,0.779628
26,0.171,0.481936,0.116633
27,0.94,2.669735,0.857176
28,2.459,9.056448,0.478573
29,0.844,2.459519,0.718516
30,0.145,0.278124,0.073803
31,0.769,2.334461,0.606132
33,0.595,1.520298,0.753114
34,0.598,1.874802,0.407304
35,0.83,2.440325,0.428696
36,1.166,3.843239,0.653567
38,1.213,4.2379,0.42848
39,0.095,0.261097,0.049844
41,0.014,0.019283,0.004789
42,0.39,1.132437,0.37356
43,0.937,3.230913,0.388324
44,0.511,1.866177,0.104972
45,0.238,0.5053,0.165219
46,1.361,3.649902,0.781265
47,2.285,7.730872,1.052266
48,1.133,3.601183,0.691396
49,0.804,2.185969,0.887478
50,1.133,3.845269,0.539009
51,4.42,15.393042,1.267287
52,0.372,1.017399,0.410864
53,0.477,1.332922,0.486727
54,0.524,1.42158,0.549939
55,0.387,1.119418,0.373227
56,0.626,1.647576,0.7523
57,0.512,1.837055,0.104526
58,0.423,1.062065,0.53761
59,2.486,9.225629,0.347871
60,0.657,1.782872,0.741995
61,0.028,0.069279,0.017823
62,0.339,1.187315,0.113153
63,0.466,1.299318,0.476304
64,2.482,8.135561,1.241196
65,2.085,7.151501,0.887085
66,0.371,1.086214,0.320503
67,13.967,47.631707,6.289699
68,1.041,3.077234,0.884061
69,0.045,0.104888,0.024249
70,1.066,3.722737,0.380058
71,0.59,1.668827,0.55188
72,0.918,2.139943,0.425772
73,0.573,1.764267,0.417884
74,4.075,10.34302,1.119826
75,2.181,7.001292,1.213043
76,0.91,2.546122,0.959604
78,5.467,18.494027,2.289856
79,1.023,3.189507,0.684847
81,0.236,0.497953,0.121754
83,0.079,0.217244,0.077819
84,0.094,0.292416,0.035668
85,0.473,1.361872,0.359447
86,0.241,0.817414,0.092579
87,1.376,4.86914,0.430671
88,1.979,7.308246,0.311523
89,0.614,1.867628,0.486685
90,0.129,0.421575,0.081136
91,0.051,0.126114,0.023394
93,0.31,0.807887,0.213418
96,0.342,1.028958,0.28768
97,2.066,7.202894,0.746616
99,0.477,1.7675,0.073107
